upload_month,date,region,division,location,service_line,lead_source,inquiry_count,tour_count,conversion_count,conversion_rate,days_to_tour,days_to_move_in
2026-05,2026-05-31,"","",Evansville RP SL,AL,WEB-Organic Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville RP SL,AL/MC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR HC,HC,RE-Friends/Family,2,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR HC,HC,RE-Hospital,50,0,5,10,0,0
2026-05,2026-05-31,"","",Evansville WR HC,HC,RE-Medical Professional,23,0,9,39.13,0,0
2026-05,2026-05-31,"","",Evansville WR HC,HC,RE-Sister Community,16,0,7,43.75,0,0
2026-05,2026-05-31,"","",Evansville WR HC,HC/MC,RE-Medical Professional,5,0,3,60,0,0
2026-05,2026-05-31,"","",Evansville WR HC,HC/MC,RE-Sister Community,5,0,5,100,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL,RE-Sister Community,2,0,1,33.33,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL,WEB-Google Paid,3,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL,WEB-Organic Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL/MC,RE-Friends/Family,0,0,1,100,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL/MC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL/MC,WEB-Google Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Evansville WR SL,AL/MC,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Ferdinand HC,HC,AD-Community Sign,2,0,1,50,0,0
2026-05,2026-05-31,"","",Ferdinand HC,HC,RE-Friends/Family,2,0,0,0,0,0
2026-05,2026-05-31,"","",Ferdinand HC,HC,RE-Hospital,20,0,3,15,0,0
2026-05,2026-05-31,"","",Ferdinand HC,HC,RE-Sister Community,8,0,6,75,0,0
2026-05,2026-05-31,"","",Ferdinand HC,HC/MC,AD-Community Sign,2,0,1,50,0,0
2026-05,2026-05-31,"","",Ferdinand SL,AL,RE-Sister Community,1,0,1,50,0,0
2026-05,2026-05-31,"","",Ferdinand SL,AL,WEB-Bing Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Ferdinand SL,AL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Ferdinand SL,AL,WEB-Google Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Ferdinand SL,AL/MC,RE-Sister Community,1,1,0,0,0,0
2026-05,2026-05-31,"","",Ferdinand SL,AL/MC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay HC,HC,RE-Hospital,30,0,8,26.67,0,0
2026-05,2026-05-31,"","",Findlay HC,HC,RE-Medical Professional,9,0,6,66.67,0,0
2026-05,2026-05-31,"","",Findlay HC,HC,RE-Physician,1,0,1,100,0,0
2026-05,2026-05-31,"","",Findlay HC,HC,RE-Sister Community,2,0,2,100,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,AD-Online Ad,0,1,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,RE-Community Organization,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,RE-Friends/Family,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,RE-Hospital,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,RE-Sister Community,1,0,2,66.67,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL,WEB-Organic Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,AL/MC,RE-Friends/Family,0,0,1,100,0,0
2026-05,2026-05-31,"","",Findlay SL,AL/MC,RE-Sister Community,0,0,1,100,0,0
2026-05,2026-05-31,"","",Findlay SL,AL/MC,WEB-Google Business Profile,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,SL,RE-Sister Community,0,1,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,SL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,SL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Findlay SL,SL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Fort Wayne HC,HC,MatrixCare Import,14,0,14,100,0,0
2026-05,2026-05-31,"","",Fort Wayne HC,HC,RE-Hospital,6,0,4,66.67,0,0
2026-05,2026-05-31,"","",Fort Wayne SL,AL,RE-Financial,1,0,0,0,0,0
2026-05,2026-05-31,"","",Fort Wayne SL,AL,RE-Medical Professional,0,0,1,100,0,0
2026-05,2026-05-31,"","",Fort Wayne SL,AL,WEB - Referral,10,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont HC,HC,RE-Hospital,55,0,16,29.09,0,0
2026-05,2026-05-31,"","",Fremont HC,HC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont HC,HC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont SL,AL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont SL,AL,WEB-Google Search,3,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont SL,AL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont SL,SL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont SL,SL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Fremont SL,VIL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC,AD-Online Ad,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC,RE-Friends/Family,11,0,4,36.36,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC,RE-Hospice,2,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC,RE-Hospital,297,0,28,9.43,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC,RE-Sister Community,11,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC,WEB-Google Search,3,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC/MC,RE-Hospital,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna HC,HC/MC,RE-Medical Professional,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL,AD-Online Ad,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL,RE-Sister Community,3,0,1,25,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL,WEB-Google Business Profile,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL,WEB-Google Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL/MC,RE-Friends/Family,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL/MC,RE-Hospital,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL/MC,RE-Sister Community,0,1,1,50,0,0
2026-05,2026-05-31,"","",Gahanna SL,AL/MC,WEB-Google Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,AD-Community Sign,0,1,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,DM-Event Invite,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,RE-Resident,0,1,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,RE-Sister Community,2,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,WEB-Google Paid,7,0,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,SL,WEB-Google Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Gahanna SL,VIL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Genoa HC,HC,RE-Hospital,112,0,25,22.32,0,0
2026-05,2026-05-31,"","",Genoa SL,AL,RE-Sister Community,0,2,1,33.33,0,0
2026-05,2026-05-31,"","",Genoa SL,AL,WEB-Google Paid,5,0,0,0,0,0
2026-05,2026-05-31,"","",Genoa SL,AL,WEB-Google Search,3,0,0,0,0,0
2026-05,2026-05-31,"","",Genoa SL,AL,WEB-Organic Search,4,0,0,0,0,0
2026-05,2026-05-31,"","",Genoa SL,AL/MC,RE-Community Organization,0,0,1,100,0,0
2026-05,2026-05-31,"","",Genoa SL,AL/MC,RE-Sister Community,0,0,1,100,0,0
2026-05,2026-05-31,"","",Genoa SL,AL/MC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Genoa SL,AL/MC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Genoa SL,AL/MC,WEB-Organic Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Genoa SL,SL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen MW HC,HC,RE-Friends/Family,2,0,1,50,0,0
2026-05,2026-05-31,"","",Goshen MW HC,HC,RE-Hospital,48,0,14,29.17,0,0
2026-05,2026-05-31,"","",Goshen MW HC,HC,RE-Sister Community,2,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL,RE-Friends/Family,3,1,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL,WEB-Google Search,8,1,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL,WEB-Organic Search,3,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL/MC,RE-Sister Community,0,0,1,100,0,0
2026-05,2026-05-31,"","",Goshen SL,AL/MC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,AL/MC,WEB-Google Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,SL,RE-Friends/Family,0,1,0,0,0,0
2026-05,2026-05-31,"","",Goshen SL,VIL,RE-Friends/Family,0,1,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc HC,HC,RE-Hospital,233,0,43,18.45,0,0
2026-05,2026-05-31,"","",Grand Blanc HC,HC,RE-Sister Community,9,0,4,44.44,0,0
2026-05,2026-05-31,"","",Grand Blanc HC,HC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc HC,HC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc HC,HC,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL,RE-Friends/Family,0,0,1,100,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL,WEB-Bing Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL,WEB-Facebook Paid,3,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL,WEB-Google Paid,4,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL,WEB-Google Search,3,1,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL/MC,RE-Competitor,0,0,1,100,0,0
2026-05,2026-05-31,"","",Grand Blanc SL,AL/MC,WEB-Google Search,0,2,1,33.33,0,0
2026-05,2026-05-31,"","",Greencastle HC,HC,RE-Friends/Family,4,0,2,50,0,0
2026-05,2026-05-31,"","",Greencastle HC,HC,RE-Hospital,27,0,9,33.33,0,0
2026-05,2026-05-31,"","",Greencastle HC,HC,RE-Medical Professional,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greencastle HC,HC,RE-Sister Community,2,0,1,50,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL,RE-Friends/Family,0,1,1,50,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL,RE-Sister Community,0,0,1,100,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL,WEB-Google Business Profile,2,0,0,0,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL/MC,RE-Friends/Family,0,1,0,0,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL/MC,WEB-Bing Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Greencastle SL,AL/MC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield HC,HC,RE-Friends/Family,1,0,1,100,0,0
2026-05,2026-05-31,"","",Greenfield HC,HC,RE-Hospital,49,0,25,51.02,0,0
2026-05,2026-05-31,"","",Greenfield HC,HC,RE-Sister Community,1,0,1,100,0,0
2026-05,2026-05-31,"","",Greenfield HC,HC,WEB-Google Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,AL,WEB-Google Paid,4,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,AL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,AL/MC,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,SL,WEB-Google Paid,3,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,VIL,RE-Friends/Family,1,1,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,VIL,WEB-Facebook,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,VIL,WEB-Facebook Paid,3,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,VIL,WEB-Google Paid,10,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,VIL,WEB-Google Search,4,0,0,0,0,0
2026-05,2026-05-31,"","",Greenfield SL,VIL,WEB-Organic Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Greensburg HC,HC,RE-Advisory Board,1,0,1,100,0,0
2026-05,2026-05-31,"","",Greensburg HC,HC,RE-Hospital,21,0,7,33.33,0,0
2026-05,2026-05-31,"","",Greensburg HC,HC,RE-Sister Community,3,0,1,33.33,0,0
2026-05,2026-05-31,"","",Greensburg SL,AL,RE-Sister Community,0,0,1,100,0,0
2026-05,2026-05-31,"","",Greensburg SL,AL,WEB - Referral,0,1,0,0,0,0
2026-05,2026-05-31,"","",Greensburg SL,AL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greensburg SL,AL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Greensburg SL,AL/MC,RE-Hospital,0,1,0,0,0,0
2026-05,2026-05-31,"","",Greensburg SL,AL/MC,RE-Sister Community,2,0,0,0,0,0
2026-05,2026-05-31,"","",Hamilton HC,HC,RE-Friends/Family,1,0,1,100,0,0
2026-05,2026-05-31,"","",Hamilton HC,HC,RE-Hospice,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hamilton HC,HC,RE-Hospital,81,0,17,20.99,0,0
2026-05,2026-05-31,"","",Hamilton HC,HC,RE-Medical Professional,13,0,3,23.08,0,0
2026-05,2026-05-31,"","",Hamilton HC,HC,RE-Sister Community,10,0,4,40,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,RE-Friends/Family,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,RE-Sister Community,1,1,1,33.33,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,WEB-Bing Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,WEB-Google Business Profile,2,1,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,WEB-Google Paid,3,0,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,WEB-Google Search,0,2,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL,WEB-Organic Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL/MC,RE-Hospital,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,AL/MC,WEB-Organic Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,VIL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hamilton SL,VIL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hanover HC,HC,RE-Friends/Family,2,0,1,50,0,0
2026-05,2026-05-31,"","",Hanover HC,HC,RE-Hospital,10,0,7,70,0,0
2026-05,2026-05-31,"","",Hanover SL,AL,RE-Friends/Family,0,0,1,100,0,0
2026-05,2026-05-31,"","",Hanover SL,AL/MC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hanover SL,AL/MC,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison HC,HC,RE-Hospital,68,0,13,19.12,0,0
2026-05,2026-05-31,"","",Harrison HC,HC,RE-Resident,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison HC,HC,RE-Sister Community,9,0,4,44.44,0,0
2026-05,2026-05-31,"","",Harrison HC,HC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL,RE-Friends/Family,1,0,1,50,0,0
2026-05,2026-05-31,"","",Harrison SL,AL,RE-Sister Community,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL,WEB-Google Paid,4,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL,WEB-Google Search,3,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL,WEB-Organic Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL/MC,AD-Online Ad,0,1,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL/MC,WEB-Bing Search,0,0,1,100,0,0
2026-05,2026-05-31,"","",Harrison SL,AL/MC,WEB-Google Business Profile,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL/MC,WEB-Google Paid,0,1,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,AL/MC,WEB-Organic Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,SL,RE-Friends/Family,0,1,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,SL,WEB-Google Paid,0,2,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,SL,WEB-Google Search,1,1,0,0,0,0
2026-05,2026-05-31,"","",Harrison SL,SL,WEB-Organic Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg HC,HC,RE-Employee,1,0,1,100,0,0
2026-05,2026-05-31,"","",Harrodsburg HC,HC,RE-Hospital,21,0,7,33.33,0,0
2026-05,2026-05-31,"","",Harrodsburg HC,HC,RE-Sister Community,1,0,1,100,0,0
2026-05,2026-05-31,"","",Harrodsburg HC,HC,RE-Third Party Referral,1,0,1,100,0,0
2026-05,2026-05-31,"","",Harrodsburg HC,HC,WEB-Google Search,1,0,1,100,0,0
2026-05,2026-05-31,"","",Harrodsburg HC,HC,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,AL,RE-Friends/Family,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,AL,RE-Sister Community,0,1,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,AL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,AL,WEB-Google Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,AL,WEB-Organic Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,VIL,RE-Sister Community,1,0,1,50,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,VIL,WEB - Referral,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,VIL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,VIL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,VIL,WEB-Google Search,1,2,0,0,0,0
2026-05,2026-05-31,"","",Harrodsburg SL,VIL,WEB-Organic Search,1,0,1,50,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,Community Knowledge,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,Direct Mail,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,RE-Nursing home,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,RE-Resident,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,WEB - Paid Search,7,0,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,WEB - Referral,15,2,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,AL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,SL,Community Knowledge,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,SL,Customer - Previous,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,SL,MatrixCare Import,0,0,5,100,0,0
2026-05,2026-05-31,"","",Hickory SL,SL,WEB - Referral,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hickory SL,SL,WEB-Organic Search,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hilliard HC,HC,RE-Hospital,246,0,35,14.23,0,0
2026-05,2026-05-31,"","",Hilliard HC,HC,RE-Nursing home,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard HC,HC,RE-Sister Community,7,0,4,57.14,0,0
2026-05,2026-05-31,"","",Hilliard HC,HC,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL,RE-Sister Community,0,0,2,100,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL,WEB-Google Business Profile,2,1,1,25,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL,WEB-Google Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL,WEB-Google Search,0,2,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL,WEB-Organic Search,3,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL/MC,RE-Sister Community,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL/MC,RE-Third Party Referral,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,AL/MC,WEB-Google Business Profile,3,1,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,SL,AD-Community Sign,0,2,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,SL,RE-Sister Community,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,SL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,SL,WEB-Organic Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Hilliard SL,VIL,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Holly SL,AL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Holly SL,VIL,WEB-Google Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Howell HC,HC,RE-Hospital,111,0,39,35.14,0,0
2026-05,2026-05-31,"","",Howell HC,HC,RE-Sister Community,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell HC,HC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell HC,HC,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell IL SL,SL,AD-Community Sign,2,0,0,0,0,0
2026-05,2026-05-31,"","",Howell IL SL,SL,RE-Sister Community,0,1,0,0,0,0
2026-05,2026-05-31,"","",Howell IL SL,SL,WEB-Facebook Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Howell IL SL,SL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,AD-Community Sign,0,1,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,RE-Business,0,1,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,RE-Resident,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,RE-Sister Community,0,0,2,100,0,0
2026-05,2026-05-31,"","",Howell SL,AL,WEB-Facebook Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,WEB-Google Paid,3,2,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,WEB-Google Search,5,2,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL,WEB-Organic Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL/MC,AD-Community Sign,0,1,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL/MC,RE-Hospice,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,AL/MC,RE-Sister Community,0,0,1,100,0,0
2026-05,2026-05-31,"","",Howell SL,AL/MC,WEB-Google Search,2,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,SL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,SL,WEB-Organic Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Howell SL,VIL,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville HC,HC,RE-Hospice,6,0,4,66.67,0,0
2026-05,2026-05-31,"","",Hudsonville HC,HC,RE-Hospital,93,0,12,12.9,0,0
2026-05,2026-05-31,"","",Hudsonville HC,HC,RE-Sister Community,3,0,1,33.33,0,0
2026-05,2026-05-31,"","",Hudsonville HC,HC,WEB-Google Paid,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,AD- Senior Guide,0,1,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,RE-Community Organization,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,RE-Friends/Family,1,1,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,RE-Sister Community,0,2,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,WEB-Facebook Paid,2,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,WEB-Google Business Profile,5,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,WEB-Google Paid,3,1,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL,WEB-Organic Search,2,1,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL/MC,RE-Hospice,1,0,1,50,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL/MC,WEB-Google Business Profile,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,AL/MC,WEB-Google Search,1,0,0,0,0,0
2026-05,2026-05-31,"","",Hudsonville SL,SL,WEB-Facebook Paid,1,0,0,0,0,0
