TrilogyCampusName,ID,Provider Number,loc_code,CompetitorFacilityName,OwnerOperator,Address,City,State,Zip,Latitude,Longitude,GCAccuracy,ServiceLines,HC,AL,MC,IL,SMC,HC_DateOfRoomRates,HC_DateOfNextIncrease,HC_ExpectedRateIncrease,HC_PrivateRoomRate,HC_PrivateDeluxeRoomRate,HC_CompanionSemiPrivateRoomRate,HC_2ndPersonFee,HC_AdultDayRoomRate,HC_AdultNightRoomRate,HC_RehabToHomeRate,AL_DateOfRoomRates,AL_DateOfNextIncrease,AL_ExpectedRateIncrease,AL_StudioPrivateRoomRate,AL_StudioDeluxePrivateRoomRate,AL_1BRPrivateRoomRate,AL_2BRPrivateRoomRate,AL_StudioCompanionRoomRate,AL_1BRCompanionRoomRate,AL_2BRCompanionRoomRate,AL_2ndPersonFee,AL_AdultDayRoomRate,AL_AdultNightRoomRate,MC_DateOfRoomRates,MC_DateOfNextIncrease,MC_ExpectedRateIncrease,MC_ALStudioRoomRate,MC_ALCompanionRoomRate,MC_HCStudioRoomRate,MC_HCCompanionRoomRate,MC_2ndPersonFee,MC_AdultDayRoomRate,MC_AdultNightRoomRate,IL_DateOfRoomRates,IL_DateOfNextIncrease,IL_ExpectedRateIncrease,IL_VillaStudioPrivateRoomRate,IL_Villa1BRPrivateRoomRate,IL_Villa2BRPrivateRoomRate,IL_VillaStudioCompanionRoomRate,IL_Villa1BRCompanionRoomRate,IL_Villa2BRCompanionRoomRate,IL_Villa2ndPersonFee,IL_ILStudioRoomRate,IL_IL1BRRoomRate,IL_IL2BRRoomRate,IL_ILStudioCompanionRoomRate,IL_IL1BRCompanionRoomRate,IL_IL2BRCompanionRoomRate,IL_IL2ndPersonFee,IL_ILAdultDayRoomRate,IL_ILAdultNightRoomRate,SMC_DateOfRoomRates,SMC_DateOfNextIncrease,SMC_ExpectedRateIncrease,SMC_PrivateRoomRate,SMC_PrivateDeluxeRoomRate,SMC_CompanionRoomRate,SMC_2ndPersonFee,HC_Level1,HC_Level2,HC_Level3,HC_Level4,HC_CareLevelAdjustment,AL_Level1,AL_Level2,AL_Level3,AL_Level4,AL_Level5,AL_Level6,AL_CareLevelAdjustment,MC_Level1,MC_Level2,MC_Level3,MC_Level4,MC_Level5,MC_Level6,MC_CareLevelAdjustment,SMC_Level1,SMC_Level2,SMC_Level3,SMC_Level4,SMC_CareLevelAdjustment,HC_MedicationManagement,AL_CommunityFee,AL_DepositAmount,AL_MedicationManagement,MC_CommunityFee,MC_DepositAmount,MC_MedicationManagement,IL_CommunityFee,IL_DepositAmount,IL_MedicationManagement,SMC_MedicationManagement,IL_Comp_Weight,IL_Comp_Care_Adj,IL_Comp_Other_Adj,AL_Comp_Weight,AL_Comp_Care_Adj,AL_Comp_Other_Adj,AL/MC_Comp_Weight,AL/MC_Comp_Care_Adj,AL/MC_Comp_Other_Adj,HC_Comp_Weight,HC_Comp_Care_Adj,HC_Comp_Other_Adj,HC/MC_Comp_Weight,HC/MC_Comp_Care_Adj,HC/MC_Comp_Other_Adj,Origin,Destination,DrivingTime
Kalamazoo - 523,6338,235311,523,Alamo Nursing Home Inc,,8290 W C Ave,Kalamazoo,MI,49009,42.389673,-85.716201,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.270540,-85.597270","42.389673,-85.716201",23 mins
Kalamazoo - 523,6324,235289,523,Borgess Gardens,,3057 Gull Rd,Kalamazoo,MI,49048,42.314319,-85.541279,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.270540,-85.597270","42.314319,-85.541279",14 mins
Kalamazoo - 523,6333,235299,523,Laurels Of Bedford (The),Ciena Healthcare,270 Bedford Road North,Battle Creek,MI,49037,42.352936,-85.228819,ROOFTOP,HC,True,False,False,False,False,2020-01-01,2020-12-31,,280,0,240,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.270540,-85.597270","42.352936,-85.228819",36 mins
Kalamazoo - 523,6456,235483,523,Laurels Of Galesburg (The),,1080 N 35th St,Galesburg,MI,49053,42.29922,-85.42774,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.270540,-85.597270","42.299220,-85.427740",20 mins
Sylvania KSL-0560,10383,366188,560,Lutheran Home At Toledo,,131 N Wheeling,Toledo,OH,43605,41.667615,-83.487635,street,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.667615,-83.487635",24 mins
Sylvania KSL-0560,15518,,560,Oakleaf Village,,4220 North Holland Sylvania Road,Toledo,OH,43623,41.694616,-83.6857,ROOFTOP,"AL, AL-MC, IL",False,True,True,True,False,,,,,,,,,,,2026-07-10,2023-01-01,3,5330,,5950,6350,,,,950,,,2026-07-10,,,8505,6895,,,,,,2026-07-10,2023-01-01,3,,4730,5300,,,,,,,,4730,,,950,,,,,,,,,,,,,,,900,1400,2100,2900,3900,0,,0,0,0,0,0,0,,,,,,,,2500,,500,2500,,0,2500,,$500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.694616,-83.685700",8 mins
Sylvania KSL-0560,10209,365952,560,Ridgewood Manor,,3231 Manley Rd,Maumee,OH,43537,41.58184,-83.69884,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.581840,-83.698840",15 mins
Sylvania KSL-0560,9958,365617,560,Heartland Of Waterville,,8885 Browning Dr,Waterville,OH,43566,41.479948,-83.756851,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.479948,-83.756851",26 mins
Sylvania KSL-0560,9964,365624,560,Perrysburg Care And Rehabilitation Center,,28546 Starbright Blvd,Perrysburg,OH,43551,41.56453,-83.5338,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.564530,-83.533800",27 mins
Sylvania KSL-0560,10050,365737,560,Heatherdowns Rehab & Residenti,,2401 Cass Rd,Toledo,OH,43614,41.595631,-83.654942,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.595631,-83.654942",19 mins
Sylvania KSL-0560,15398,,560,Alexis Gardens,Holiday Retirement Community,4560 West Alexis Road,Toledo,OH,43623,41.7199,-83.653545,ROOFTOP,IL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-29,2020-01-01,3,0,0,0,0,0,0,,1924,2649,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.719900,-83.653545",14 mins
Sylvania KSL-0560,9869,365488,560,Fairview Skilled Nursing And R,,4420 S Ave,Toledo,OH,43615,41.631037,-83.645913,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.631037,-83.645913",16 mins
Sylvania KSL-0560,10058,365745,560,Swanton Valley Center,,401 W Airport Hwy,Swanton,OH,43558,41.580716,-83.888397,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.580716,-83.888397",23 mins
Sylvania KSL-0560,10060,365747,560,Astoria Place Of Waterville,,555 Anthony Wayne Trail,Waterville,OH,53566,41.489198,-83.728094,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.489198,-83.728094",22 mins
Sylvania KSL-0560,9900,365535,560,Heartland Of Perrysburg,,10540 Fremont Pike,Perrysburg,OH,43551,41.54824,-83.59566,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.548240,-83.595660",23 mins
Sylvania KSL-0560,10350,366148,560,Sunset House,,4020 Indian Road,Toledo,OH,43606,41.67175,-83.638543,ROOFTOP,AL,False,True,False,False,False,,,,,,,,,,,2018-08-17,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.671750,-83.638543",13 mins
Sylvania KSL-0560,10293,366073,560,Swanton Health Care Retirement,,214 S Munson Rd,Swanton,OH,43558,41.582948,-83.901863,street,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.582948,-83.901863",24 mins
Sylvania KSL-0560,10529,366361,560,Otterbein Monclova SeniorLife Neighborhood,Otterbein Senior Living,5069 Otterbein Way,Monclova,OH,43542,41.547562,-83.722114,ROOFTOP,HC,True,False,False,False,False,2020-07-28,2022-01-01,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.547562,-83.722114",20 mins
Sylvania KSL-0560,6588,235644,560,Hickory Ridge Of Temperance,,951 Hickory Creek Blvd,Monroe,MI,48182,41.742788,-83.566269,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.742788,-83.566269",26 mins
Sylvania KSL-0560,9730,365279,560,Merit House Llc,,4645 Lewis Ave,Toledo,OH,43612,41.702799,-83.566093,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.702799,-83.566093",22 mins
Sylvania KSL-0560,10286,366060,560,Arbors At Sylvania,,7120 Port Sylvania Drive,Toledo,OH,43617,41.675858,-83.713479,ROOFTOP,HC,True,False,False,False,False,2020-07-30,2021-01-01,2,257,0,225,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.675858,-83.713479",6 mins
Sylvania KSL-0560,10290,366068,560,Orchard Villa,Legacy,2841 Munding Drive,Oregon,OH,43616,41.631546,-83.47995,ROOFTOP,"HC, Skilled-M",True,False,False,False,True,2024-09-01,2025-09-01,,315,360,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-01,2025-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,included,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.631546,-83.479950",25 mins
Sylvania KSL-0560,6351,235333,560,Regency Healthcare Centre,,12575 S Telegraph,Taylor,MI,48180,41.845469,-83.478074,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.845469,-83.478074",31 mins
Sylvania KSL-0560,10141,365849,560,Heartland - Holly Glen,,4293 Monroe St,Toledo,OH,43606,41.683683,-83.610608,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.683683,-83.610608",14 mins
Sylvania KSL-0560,15372,,560,Aspen Grove,Capital Senior,7515 Secor Road,Lambertville,MI,48144,41.752129,-83.629689,ROOFTOP,AL,False,True,False,False,False,,,,,,,,,,,2020-07-30,2020-01-01,2,4400,0,0,0,3600,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1820,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.752129,-83.629689",19 mins
Sylvania KSL-0560,10255,366022,560,Manor At Perrysburg,HCF,250 Manor Drive,Perrysburg,OH,43551,41.553636,-83.60104,ROOFTOP,HC,True,False,False,False,False,2020-07-28,2021-01-01,,320,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.553636,-83.601040",23 mins
Sylvania KSL-0560,10428,366242,560,Otterbein Sunset Village,Otterbein,9640 Sylvania-Metamora Road,Sylvania,OH,43560,41.719271,-83.77809,ROOFTOP,"AL, AL-MC, HC, IL, Skilled-M",True,True,True,True,True,2026-07-10,2025-01-01,3,470,470,440,,,,,2026-07-10,2025-01-01,3,5945,6190,6790,7675,,,,750,,,2026-07-10,,,5770,6050,,,645,,,2026-07-10,2025-01-01,5,0,4555,4995,,,,410,4555,4555,4995,,,,,,,2026-07-10,,,450,455,425,,0,0,0,0,,750,1920,2130,2340,2550,2820,,0,720,1860,2280,2730,,,0,0,0,0,,,2000,,750,0,,750,3000,,,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.719271,-83.778090",10 mins
Sylvania KSL-0560,15352,,560,Arbors of Oregon,Prestige,904 Isaac Streets Drive,Oregon,OH,43616,41.634662,-83.483108,ROOFTOP,HC,True,False,False,False,False,2020-07-31,2019-01-01,,245,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.634662,-83.483108",25 mins
Sylvania KSL-0560,10461,366279,560,Rosary Care Center,,6832 Convent Blvd,Sylvania,OH,43560,41.708174,-83.708847,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.708174,-83.708847",5 mins
Sylvania KSL-0560,9767,365339,560,Darlington Nursing & Rehab Cen,,2735 Darlington Rd,Toledo,OH,43606,41.668771,-83.610831,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.668771,-83.610831",17 mins
Sylvania KSL-0560,10023,365704,560,Advanced Healthcare Center,,955 Garden Lake Pkwy,Toledo,OH,43614,41.621004,-83.596741,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.621004,-83.596741",23 mins
Sylvania KSL-0560,10067,365756,560,Whitehouse Country Manor,,11239 Waterville St,Whitehouse,OH,45780,41.516437,-83.814195,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.516437,-83.814195",25 mins
Sylvania KSL-0560,15564,,560,StoryPoint Senior Living,,1470 Pray Boulevard,Waterville,OH,43566,41.512116,-83.747276,ROOFTOP,"AL, AL-MC, IL",False,True,True,True,False,,,,,,,,,,,2026-07-06,,,,,,,,,,,,,2026-07-06,,,6000,4550,,,,,,2026-07-10,,,,,,,,,,,4000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,6595,,,,,,,,,,,,4000,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.512116,-83.747276",22 mins
Sylvania KSL-0560,10492,366317,560,Goerlich Center,,5320 Harroun Rd,Sylvania,OH,43560,41.710952,-83.694312,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.710952,-83.694312",6 mins
Sylvania KSL-0560,15451,,560,Browning Masonic,Ohio Masonic Home,8883 Browning Drive,Waterville,OH,43566,41.478378,-83.755436,ROOFTOP,"AL, AL-MC, IL",False,True,True,True,False,,,,,,,,,,,2026-07-07,2025-01-01,,3350,,3995,,,,,800,0,0,2026-07-07,2025-01-01,,6500,,,,2600,,,2026-07-10,2025-01-01,,,,1660,,,,,,,,,,,0,,,,,,,,,,,,,,,600,1200,1800,,,,,,,,,,,,,,,,,,0,0,,,,,,3000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.478378,-83.755436",26 mins
Sylvania KSL-0560,10166,365886,560,Pristine Senior Living & Post-acute Care Of Toledo,,2051 Collingwood Blvd,Toledo,OH,43620,41.661541,-83.555097,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.661541,-83.555097",18 mins
Sylvania KSL-0560,10237,365996,560,Ohio Living Swan Creek,,5916 Cresthaven Lane,Toledo,OH,43614,41.606893,-83.66962,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.691263,-83.723913","41.606893,-83.669620",17 mins
Okemos - 2504,6203,235015,504,Ingham County Medical Care Fac,Ingham County,3861 Dobie Road,Okemos,MI,48864,42.693464,-84.410699,RANGE_INTERPOLATED,"AL-MC, HC, Skilled-M",True,False,True,False,True,2026-06-30,,,800,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-30,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,"42.721995,-84.406931","42.693464,-84.410699",5 mins
Okemos - 2504,6301,235256,504,Dimondale Nursing Care Center,,4000 N Michigan Rd,Dimondale,MI,48821,42.62728,-84.61745,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.627280,-84.617450",24 mins
Okemos - 2504,6596,235653,504,Medilodge Of Capital Area,,2100 E Provincial House Dr,Lansing,MI,48910,42.69574,-84.52114,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.695740,-84.521140",17 mins
Okemos - 2504,15453,,504,Bickford Senior Living,Eby Family,3830 Okemos Road,Meridian charter Township,MI,48864,42.692014,-84.431504,ROOFTOP,"AL, AL-MC",False,True,True,False,False,,,,,,,,,,,2020-02-01,2021-02-01,2,3720,4495,,,,,,,120,,2020-02-01,2021-02-01,2,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,60,80,100,,,,,,,,,,,,,,,,2500,500,,2500,500,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.692014,-84.431504",9 mins
Okemos - 2504,15454,,504,Brookdale Meridian,Brookdale,4346 Marsh Road,Meridian charter Township,MI,48864,42.716356,-84.426968,RANGE_INTERPOLATED,AL,False,True,False,False,False,,,,,,,,,,,2021-07-16,2022-01-01,6,2495,3895,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,705,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.716356,-84.426968",4 mins
Okemos - 2504,15452,,504,Bickford Senior Living,Eby Family,3830 Okemos Road,Meridian charter Township,MI,48864,42.692014,-84.431504,ROOFTOP,"AL, AL-MC",False,True,True,False,False,,,,,,,,,,,2021-07-16,,2,3720,4805,,,,,,,,10,2021-07-16,,2,3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,1395,2015,2635,3565,,,3565,3565,3565,3565,3565,3565,,,,,,,,2500,500,,5000,500,goes towards LOC,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.692014,-84.431504",9 mins
Okemos - 2504,6482,235517,504,Medilodge Of Campus Area,,2815 Northwind Dr,East Lansing,MI,48823,42.724628,-84.454839,Manual,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.724628,-84.454839",8 mins
Okemos - 2504,6619,235706,504,Regency At Lansing West,Ciena Healthcare,12200 South Broadbent Road,Lansing,MI,48917,42.741051,-84.681521,RANGE_INTERPOLATED,HC,True,False,False,False,False,2026-06-29,,,400,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.741051,-84.681521",26 mins
Okemos - 2504,6320,235285,504,Medilodge Of Lansing,,731 Starkweather Dr,Lansing,MI,48917,42.74292,-84.6546,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.742920,-84.654600",27 mins
Okemos - 2504,15455,,504,Brookdale Meridian,Brookdale,4346 Marsh Road,Okemos,MI,48864,42.716356,-84.426968,RANGE_INTERPOLATED,"AL, AL-MC",False,True,True,False,False,,,,,,,,,,,2025-06-19,,,2650,3445,3945,,,,,,,,2025-06-19,,,5865,6130,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,yes,2000,2000,yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.716356,-84.426968",4 mins
Okemos - 2504,6520,235561,504,Aria Nursing And Rehab,,707 Armstrong,Lansing,MI,48911,42.679585,-84.542669,address,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.679585,-84.542669",18 mins
Okemos - 2504,15574,,504,Indigo,Jaybird Senior Living,1634 Lake Lansing Road,Lansing,MI,48912,42.76027,-84.526561,ROOFTOP,AL-MC,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,2026-04-24,,,7300,5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.721995,-84.406931","42.760270,-84.526561",21 mins
