Month,Division,Campus,Service Line,Room Type,Occ Units,Available Units/Beds,OCC%
3/31/2026,North Ohio,Monclova - 2422,AL,Studio - Private,22.9,23,99%
3/31/2026,North Ohio,Monclova - 2422,AL,Studio - Private Deluxe,2,2,100%
3/31/2026,North Ohio,Monclova - 2422,AL/MC,Legacy Bldng - Companion,5.4,6,90%
3/31/2026,North Ohio,Monclova - 2422,AL/MC,Legacy Bldng - Private,19.3,23,84%
3/31/2026,North Ohio,Monclova - 2422,HC,AL-Studio Private,0,0,0%
3/31/2026,North Ohio,Monclova - 2422,HC,Companion,23.9,24,100%
3/31/2026,North Ohio,Monclova - 2422,HC,Private,30.7,32,96%
3/31/2026,North Ohio,Monclova - 2422,HC,Private Deluxe,4,4,100%
3/31/2026,North Ohio,Monclova - 2422,HC/MC,Legacy Lane - Companion,0,0,0%
3/31/2026,North Ohio,Monclova - 2422,HC/MC,Legacy Lane - Private,0,0,0%
3/31/2026,North Ohio,Monclova - 2422,VIL,1BR; A Location,12,12,100%
3/31/2026,North Ohio,Monclova - 2422,VIL,2BR; A Location,20.4,22,93%
3/31/2026,North Ohio,North Baltimore - 415,AL,AL Studio - Companion,1,1,100%
3/31/2026,North Ohio,North Baltimore - 415,AL,Companion,0,0,0%
3/31/2026,North Ohio,North Baltimore - 415,AL,One BR Apt-Double,1.9,3,65%
3/31/2026,North Ohio,North Baltimore - 415,AL,One BR Apt-Single,1,1,100%
3/31/2026,North Ohio,North Baltimore - 415,AL,Studio - Double,0,1,0%
3/31/2026,North Ohio,North Baltimore - 415,AL,Studio - Private,14,14,100%
3/31/2026,North Ohio,North Baltimore - 415,HC,Companion,22.9,24,95%
3/31/2026,North Ohio,North Baltimore - 415,HC,Private,14.5,15,97%
3/31/2026,North Ohio,North Baltimore - 415,HC/MC,Legacy Lane - Companion,11,11,100%
3/31/2026,North Ohio,North Baltimore - 415,HC/MC,Legacy Lane - Private,4,4,100%
3/31/2026,North Ohio,Ottawa MO - 430,AL,Companion,6.6,7,94%
3/31/2026,North Ohio,Ottawa MO - 430,AL,Studio - Private,18,18,100%
3/31/2026,North Ohio,Ottawa MO - 430,HC,Companion,25.5,28,91%
3/31/2026,North Ohio,Ottawa MO - 430,HC,Private,26.3,30,88%
3/31/2026,North Ohio,Ottawa MO - 430,HC,Private Deluxe,8.9,10,89%
3/31/2026,North Ohio,Ottawa MO - 430,HC/MC,Legacy Way - Companion,6.3,8,78%
3/31/2026,North Ohio,Ottawa MO - 430,HC/MC,Legacy Way - Private Deluxe,9,10,90%
3/31/2026,North Ohio,Ottawa MO - 430,VIL,Patio Home 1BR,4.7,6,85%
3/31/2026,North Ohio,Ottawa MO - 430,VIL,Patio Home 2BR,7.1,9,81%
3/31/2026,North Ohio,Ottawa MO - 430,VIL,Patio Home 2BR - C View,0,1,0%
3/31/2026,North Ohio,Sylvania - 2427,AL,Companion,6.8,7,97%
3/31/2026,North Ohio,Sylvania - 2427,AL,Studio - Private,21.7,24,91%
3/31/2026,North Ohio,Sylvania - 2427,AL,Studio - Private Deluxe,2,2,100%
3/31/2026,North Ohio,Sylvania - 2427,HC,Companion,22.2,24,93%
3/31/2026,North Ohio,Sylvania - 2427,HC,Private,36.7,38,97%
3/31/2026,North Ohio,Sylvania - 2427,VIL,Ind Liv - Vil - Wood Floors,5.3,9,58%
3/31/2026,North Ohio,Sylvania - 2427,VIL,Independent Living - 2BR,19,21,90%
3/31/2026,North Ohio,Sylvania - 2427,VIL,Patio Home 1BR,1,12,8%
3/31/2026,North Ohio,Sylvania - 2427,VIL,Patio Home 2BR,4.4,14,31%
3/31/2026,North Ohio,Tiffin - 435,AL,Compan;A Vw;C Loc;B Sz,4,4,100%
3/31/2026,North Ohio,Tiffin - 435,AL,Studio - Double;A Vw;A Loc;B Sz,7.9,8,99%
3/31/2026,North Ohio,Tiffin - 435,AL,Studio - Double;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Tiffin - 435,AL,Studio;A Vw;A Loc;B Sz,1,1,100%
3/31/2026,North Ohio,Tiffin - 435,AL,Studio;A Vw;C Loc;B Sz,3.6,4,90%
3/31/2026,North Ohio,Tiffin - 435,HC,AL-Studio DLX;A Vw;C Loc;B Sz,3,3,100%
3/31/2026,North Ohio,Tiffin - 435,HC,AL-Studio;A Vw;A Loc;B Sz,5,5,100%
3/31/2026,North Ohio,Tiffin - 435,HC,AL-Studio;A Vw;C Loc;B Sz,7,7,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Compan;A Vw;B Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Compan;B Vw;A Loc;B Sz,5.9,6,98%
3/31/2026,North Ohio,Tiffin - 435,HC,Compan;B Vw;B Loc;B Sz,4,4,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;A Vw;B Loc;B Sz,1.9,2,94%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;A Vw;C Loc;B Sz,1,1,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;B Vw;B Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio Dlx;B Vw;C Loc;B Sz,0.6,1,61%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio;A Vw;A Loc;B Sz,2,2,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio;A Vw;B Loc;B Sz,1,1,100%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio;A Vw;C Loc;B Sz,4.9,5,97%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio;B Vw;A Loc;B Sz,3.6,4,90%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio;B Vw;B Loc;B Sz,5,5,99%
3/31/2026,North Ohio,Tiffin - 435,HC,Studio;B Vw;C Loc;B Sz,16.5,17,97%
3/31/2026,North Ohio,Willard - 2424,AL,Companion,4,4,100%
3/31/2026,North Ohio,Willard - 2424,AL,Studio - Double,9.9,10,99%
3/31/2026,North Ohio,Willard - 2424,AL,Studio - Private,7.6,8,95%
3/31/2026,North Ohio,Willard - 2424,AL/MC,MC - Companion,2,2,100%
3/31/2026,North Ohio,Willard - 2424,AL/MC,MC - Studio,6.9,7,99%
3/31/2026,North Ohio,Willard - 2424,HC,Companion,37.1,38,98%
3/31/2026,North Ohio,Willard - 2424,HC,Private,28.6,31,92%
3/31/2026,North Ohio,Willard - 2424,VIL,1BR,6,6,100%
3/31/2026,North Ohio,Willard - 2424,VIL,2BR,20,20,100%
3/31/2026,Northwest Indiana,Logansport - 130,AL,Companion,4,4,100%
3/31/2026,Northwest Indiana,Logansport - 130,AL,Studio - Private,15.6,18,87%
3/31/2026,Northwest Indiana,Logansport - 130,HC,Companion,30.9,31,100%
3/31/2026,Northwest Indiana,Logansport - 130,HC,Private,20.1,24,84%
3/31/2026,Northwest Indiana,Logansport - 130,HC/MC,Legacy Lane - Private,11.9,12,99%
3/31/2026,Northwest Indiana,Merrillville - 122,AL,Companion,0,0,0%
3/31/2026,Northwest Indiana,Monticello - 140,AL,1 Bedroom,1,1,100%
3/31/2026,Northwest Indiana,Monticello - 140,AL,Companion,4,6,67%
3/31/2026,Northwest Indiana,Monticello - 140,AL,Studio - Private,23.4,26,90%
3/31/2026,Northwest Indiana,Monticello - 140,AL/MC,Legacy Lane - Companion,4.9,6,82%
3/31/2026,Northwest Indiana,Monticello - 140,AL/MC,Legacy Lane - Private,20.1,23,87%
3/31/2026,Northwest Indiana,Monticello - 140,HC,Companion,24.5,25,98%
3/31/2026,Northwest Indiana,Monticello - 140,HC,Private,27.1,35,77%
3/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt Deluxe-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt Deluxe-Single,1.7,2,87%
3/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt-Double,1,1,100%
3/31/2026,Northwest Indiana,Peru - 2144,AL,L-One BR Apt-Single,13,13,100%
3/31/2026,Northwest Indiana,Peru - 2144,AL,L-Two BR Apt Deluxe-Double,1.5,2,76%
3/31/2026,Northwest Indiana,Peru - 2144,AL,L-Two BR Apt-Double,4,6,67%
3/31/2026,Northwest Indiana,Peru - 2144,AL,One BR Apt Deluxe-Single,2,2,100%
3/31/2026,Northwest Indiana,Peru - 2144,AL,One BR Apt-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,AL,One BR Apt-Single,13,14,93%
3/31/2026,Northwest Indiana,Peru - 2144,AL,Two BR Apt Deluxe-Double,2,2,100%
3/31/2026,Northwest Indiana,Peru - 2144,AL,Two BR Apt-Double,5.7,6,95%
3/31/2026,Northwest Indiana,Peru - 2144,HC,Companion,11.1,12,92%
3/31/2026,Northwest Indiana,Peru - 2144,HC,Private,23.8,27,88%
3/31/2026,Northwest Indiana,Peru - 2144,HC/MC,Legacy Lane - Companion,7.9,8,99%
3/31/2026,Northwest Indiana,Peru - 2144,HC/MC,Legacy Lane - Private,7.9,8,99%
3/31/2026,Northwest Indiana,Peru - 2144,SL,One BR Apt Deluxe-Single,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,SL,One BR Apt-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,SL,One BR Apt-Single,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,SL,Two BR Apt Deluxe-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,SL,Two BR Apt-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,SL,Two BR Apt-Single,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,VIL,Independent Living - Villa 1,6,6,100%
3/31/2026,Northwest Indiana,Peru - 2144,VIL,One BR Apt Deluxe-Single,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,VIL,One BR Apt-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,VIL,One BR Apt-Single,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,VIL,Two BR Apt Deluxe-Double,0,0,0%
3/31/2026,Northwest Indiana,Peru - 2144,VIL,Two BR Apt-Double,0,0,0%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,Companion,0,0,0%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,One BR Apt-Double,1,2,50%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,One BR Apt-Single,2.2,3,73%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio - Double,5.5,7,79%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio - Private,11,12,92%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio - Private Deluxe,2,2,100%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio Base - Double,2,2,100%
3/31/2026,Northwest Indiana,South Bend - 5169,AL,Studio Base - Private,2,2,100%
3/31/2026,Northwest Indiana,South Bend - 5169,AL/MC,Legacy Lane - Companion,2,2,100%
3/31/2026,Northwest Indiana,South Bend - 5169,AL/MC,Legacy Lane - Private,9,9,100%
3/31/2026,Northwest Indiana,South Bend - 5169,HC,Companion,8.4,10,84%
3/31/2026,Northwest Indiana,South Bend - 5169,HC,Private,36.2,45,80%
3/31/2026,Northwest Indiana,Wabash - 5170,AL,Companion,2,2,100%
3/31/2026,Northwest Indiana,Wabash - 5170,AL,One BR Apt-Double,8,8,100%
3/31/2026,Northwest Indiana,Wabash - 5170,AL,One BR Apt-Single,1,1,100%
3/31/2026,Northwest Indiana,Wabash - 5170,AL,Studio - Private,11.5,13,89%
3/31/2026,Northwest Indiana,Wabash - 5170,AL,Studio - Private - C View,3,3,100%
3/31/2026,Northwest Indiana,Wabash - 5170,AL,Studio - Private - End of Hall,2,3,67%
3/31/2026,Northwest Indiana,Wabash - 5170,AL/MC,MC-Companion,0,1,0%
3/31/2026,Northwest Indiana,Wabash - 5170,AL/MC,MC-Private,11.2,12,94%
3/31/2026,Northwest Indiana,Wabash - 5170,HC,Companion,20.9,26,80%
3/31/2026,Northwest Indiana,Wabash - 5170,HC,Private,27.8,32,87%
3/31/2026,Northwest Indiana,Warsaw - 302,AL,Compan;A Vw;C Loc;B Sz,5,5,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;A Vw;B Loc;B Sz,2,2,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;A Vw;C Loc;B Sz,7,7,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL,Studio;B Vw;B Loc;B Sz,2,2,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Compan;A Vw;B Loc;B Sz,1,1,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Compan;A Vw;C Loc;B Sz,1,1,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Compan;C Vw;C Loc;B Sz,1,1,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;A Vw;A Loc;B Sz,1.9,2,94%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;A Vw;C Loc;B Sz,6,6,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;B Vw;C Loc;B Sz,1,1,100%
3/31/2026,Northwest Indiana,Warsaw - 302,AL/MC,MC - Studio;C Vw;C Loc;B Sz,2.9,3,98%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;A Vw;B Loc;B Sz,3.9,4,98%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;A Vw;C Loc;B Sz,4,4,100%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;B Vw;C Loc;B Sz,1.8,2,90%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;C Vw;B Loc;B Sz,10,10,100%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Compan;C Vw;C Loc;B Sz,8,8,100%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Companion,0,0,0%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Private,0,0,0%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio Dlx;C Vw;B Loc;B Sz,0.5,1,48%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio Dlx;C Vw;C Loc;B Sz,1,1,97%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;A Vw;A Loc;B Sz,3,3,100%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;A Vw;C Loc;B Sz,6,6,99%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;B Vw;A Loc;B Sz,1,1,100%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;B Vw;C Loc;B Sz,1,1,100%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;C Vw;A Loc;B Sz,5.9,6,99%
3/31/2026,Northwest Indiana,Warsaw - 302,HC,Studio;C Vw;C Loc;B Sz,12.3,13,95%
3/31/2026,South Kentucky,Bardstown - 233,AL,1BR;A Vw;A Loc;B Sz,2.9,3,96%
3/31/2026,South Kentucky,Bardstown - 233,AL,1BR;A Vw;B Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,1BR;A Vw;C Loc;B Sz,0.9,1,90%
3/31/2026,South Kentucky,Bardstown - 233,AL,1BR;B Vw;A Loc;B Sz,4,4,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,1BR;B Vw;B Loc;B Sz,1.8,2,92%
3/31/2026,South Kentucky,Bardstown - 233,AL,1BR;B Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,2BR;B Vw;B Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,2BR;B Vw;C Loc;B Sz,0.1,1,6%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio - Special,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;A Vw;A Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;A Vw;B Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;B Vw;A Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;B Vw;B Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio Dlx;B Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio;A Vw;B Loc;B Sz,3,3,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio;A Vw;C Loc;B Sz,3,3,100%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio;B Vw;A Loc;B Sz,6.7,7,96%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio;B Vw;B Loc;B Sz,6,6,99%
3/31/2026,South Kentucky,Bardstown - 233,AL,Studio;B Vw;C Loc;B Sz,5,5,100%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-2BR;A Vw;C Loc;B Sz,0,2,0%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio Special,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;A Vw;A Loc;B Sz,0,1,0%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;A Vw;B Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;A Vw;C Loc;B Sz,3,4,75%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;B Vw;A Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;B Vw;B Loc;B Sz,1.8,2,89%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;B Vw;C Loc;B Sz,1.2,3,41%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;C Vw;A Loc;B Sz,1.3,2,63%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;C Vw;B Loc;B Sz,2,3,67%
3/31/2026,South Kentucky,Bardstown - 233,AL/MC,MC-Studio;C Vw;C Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Cynthiana - 114,AL,Companion,6,6,100%
3/31/2026,South Kentucky,Cynthiana - 114,AL,Studio,26.7,27,99%
3/31/2026,South Kentucky,Cynthiana - 114,AL,Studio - Private - End of Hall,0,0,0%
3/31/2026,South Kentucky,Cynthiana - 114,HC,Companion,17.4,20,87%
3/31/2026,South Kentucky,Cynthiana - 114,HC,Private,19.8,22,90%
3/31/2026,South Kentucky,Cynthiana - 114,HC/MC,Legacy Lane - Companion,0,0,0%
3/31/2026,South Kentucky,Cynthiana - 114,HC/MC,Legacy Lane - Private,12.8,13,99%
3/31/2026,South Kentucky,Cynthiana - 114,SL,Studio - Private,0,0,0%
3/31/2026,South Kentucky,Cynthiana - 114,SL,Studio - Private - End of Hall,2,2,100%
3/31/2026,South Kentucky,Danville - 231,AL,1BR,12,13,92%
3/31/2026,South Kentucky,Danville - 231,AL,2BR,2,2,100%
3/31/2026,South Kentucky,Danville - 231,AL,Studio,22.1,29,76%
3/31/2026,South Kentucky,Danville - 231,AL,Studio Dlx,9.6,12,80%
3/31/2026,South Kentucky,Danville - 231,AL/MC,MC - 2BR,1,2,50%
3/31/2026,South Kentucky,Danville - 231,AL/MC,MC - Studio,14.8,21,71%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;A Vw;C Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;B Vw;B Loc;B Sz,0,0,0%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;C Vw;B Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Compan;C Vw;C Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Companion,4.9,5,97%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio - Private,4.3,5,86%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio - Private - Special,5.1,6,85%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;A Vw;A Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;A Vw;B Loc;B Sz,4,4,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;A Vw;C Loc;B Sz,0,0,0%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;B Vw;B Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,AL,Studio;C Vw;A Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Compan;A Vw;C Loc;B Sz,12,12,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Compan;C Vw;C Loc;B Sz,8,8,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Companion,0,0,0%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Private,0,0,0%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;A Vw;C Loc;B Sz,5,5,99%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;B Vw;A Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;B Vw;C Loc;B Sz,7,7,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;C Vw;A Loc;B Sz,6.9,7,98%
3/31/2026,South Kentucky,Harrodsburg - 2187,HC,Studio;C Vw;C Loc;B Sz,4.4,5,88%
3/31/2026,South Kentucky,Harrodsburg - 2187,SL,Studio;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,Harrodsburg - 2187,VIL,Patio Home 1 BR,2.8,4,71%
3/31/2026,South Kentucky,Harrodsburg - 2187,VIL,Patio Home 2BR,4.4,7,61%
3/31/2026,South Kentucky,La Grange - 177,AL,Compan;A Vw;C Loc;A Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,AL,Compan;C Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,AL,Studio;A Vw;A Loc;B Sz,3,3,100%
3/31/2026,South Kentucky,La Grange - 177,AL,Studio;A Vw;C Loc;B Sz,10,10,100%
3/31/2026,South Kentucky,La Grange - 177,AL,Studio;C Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Compan;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Compan;C Vw;C Loc;B Sz,1,1,100%
3/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Studio;A Vw;A Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Studio;A Vw;C Loc;B Sz,5,5,100%
3/31/2026,South Kentucky,La Grange - 177,AL/MC,MC-Studio;C Vw;C Loc;B Sz,5,5,100%
3/31/2026,South Kentucky,La Grange - 177,HC,Studio Dlx;A Vw;A Loc;C Sz,0.9,1,87%
3/31/2026,South Kentucky,La Grange - 177,HC,Studio;A Vw;B Loc;B Sz,3.7,4,94%
3/31/2026,South Kentucky,La Grange - 177,HC,Studio;A Vw;C Loc;B Sz,9.3,10,93%
3/31/2026,South Kentucky,La Grange - 177,HC,Studio;C Vw;B Loc;B Sz,6,7,86%
3/31/2026,South Kentucky,La Grange - 177,HC,Studio;C Vw;C Loc;B Sz,15.1,16,95%
3/31/2026,South Kentucky,La Grange - 177,HC/MC,MC-Compan;A Vw;C Loc;B Sz,3.8,4,95%
3/31/2026,South Kentucky,La Grange - 177,HC/MC,MC-Studio;A Vw;C Loc;B Sz,1.7,2,84%
3/31/2026,South Kentucky,La Grange - 177,HC/MC,MC-Studio;C Vw;C Loc;B Sz,4.5,6,76%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;A Vw;B Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;A Vw;C Loc;A Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;A Vw;C Loc;B Sz,8,8,100%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;C Vw;A Loc;B Sz,3,3,100%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;C Vw;C Loc;A Sz,1,1,100%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;C Vw;C Loc;B Sz,2.9,3,96%
3/31/2026,South Kentucky,La Grange - 177,SL,1BR;C Vw;C Loc;C Sz,1,1,100%
3/31/2026,South Kentucky,La Grange - 177,SL,Studio;A Vw;C Loc;B Sz,2,2,100%
3/31/2026,South Kentucky,La Grange - 177,SL,Studio;C Vw;C Loc;B Sz,3,3,100%
3/31/2026,South Kentucky,Lexington WC - 2148,AL,Companion,3,3,100%
3/31/2026,South Kentucky,Lexington WC - 2148,AL,Studio,15,16,94%
3/31/2026,South Kentucky,Lexington WC - 2148,AL/MC,Legacy Lane - Companion,3,3,100%
3/31/2026,South Kentucky,Lexington WC - 2148,AL/MC,Legacy Lane - Studio,5.5,6,92%
3/31/2026,South Kentucky,Lexington WC - 2148,HC,Companion,16.4,18,91%
3/31/2026,South Kentucky,Lexington WC - 2148,HC,Private,33.3,35,95%
3/31/2026,South Kentucky,Lexington WC - 2148,HC,Private Deluxe,0.8,1,77%
3/31/2026,South Kentucky,Lexington WC - 2148,HC,TCU - Companion,0,0,0%
3/31/2026,South Kentucky,Lexington WC - 2148,HC,TCU - Private,0,0,0%
3/31/2026,South Kentucky,Lexington WC - 2148,SL,Studio - Private,1,1,100%
3/31/2026,South Kentucky,Lexington WF - 2147,AL,Companion,7.6,8,95%
3/31/2026,South Kentucky,Lexington WF - 2147,AL,Independent Living,0,0,0%
3/31/2026,South Kentucky,Lexington WF - 2147,AL,Studio,12.9,13,100%
3/31/2026,South Kentucky,Lexington WF - 2147,AL,Studio - Deluxe,2,2,98%
3/31/2026,South Kentucky,Lexington WF - 2147,HC,Companion,14.6,16,91%
3/31/2026,South Kentucky,Lexington WF - 2147,HC,Private,33.5,34,99%
3/31/2026,South Kentucky,Lexington WF - 2147,HC,Private Deluxe,3.9,4,98%
3/31/2026,South Kentucky,Lexington WF - 2147,SL,Independent Living,0,0,0%
3/31/2026,South Kentucky,Lexington WH - 2146,AL,Companion,7,7,100%
3/31/2026,South Kentucky,Lexington WH - 2146,AL,Studio - Private,20.6,23,90%
3/31/2026,South Kentucky,Lexington WH - 2146,AL,Two BR Apt - Double,2,2,100%
3/31/2026,South Kentucky,Lexington WH - 2146,AL/MC,Legacy Bldg - Studio,14.9,17,87%
3/31/2026,South Kentucky,Lexington WH - 2146,AL/MC,Legacy Bldng - Companion,3.6,4,91%
3/31/2026,South Kentucky,Lexington WH - 2146,HC,Companion,11.4,14,81%
3/31/2026,South Kentucky,Lexington WH - 2146,HC,Private,26.5,28,95%
3/31/2026,South Kentucky,Lexington WH - 2146,HC,Private Deluxe,9.9,11,90%
3/31/2026,South Kentucky,Lexington WH - 2146,HC/MC,Legacy Lane - Companion,6,6,100%
3/31/2026,South Kentucky,Lexington WH - 2146,HC/MC,Legacy Lane - Private,4.7,5,95%
3/31/2026,South Kentucky,Lexington WH - 2146,SL,Studio - Private,0,2,0%
3/31/2026,South Kentucky,Mount Washington - 176,AL,Compan;A Vw;C Loc;A Sz,2,2,100%
