PKDate1,DisplayDept,DisplayPayer,BudgetResidentCensus,ActualResidentCensus,Textbox5,AvailableBeds,AvailableUnits,Budgeted_Occupied_Units,Units_Beds_Occupied,Unit_Bed_Vacancy,ADC,PADC,MTD_MCAdmits,MTD_MCDisch,Prior_MCAdmits,Prior_MCDisch,Licenensed_Beds_Units12,Unlicenensed_Beds_Units8,BudgetResidentCensus1,ActualResidentCensus1,Textbox29,AvailableBeds1,AvailableUnits1,Budgeted_Occupied_Units1,Units_Beds_Occupied1,Unit_Bed_Vacancy1,Textbox98,Textbox101,ADC1,PADC1,MTD_MCAdmits1,MTD_MCDisch1,Prior_MCAdmits1,Prior_MCDisch1,Licenensed_Beds_Units13,Unlicenensed_Beds_Units18,Textbox106,ActualResidentCensus2,Textbox108,AvailableBeds2,AvailableUnits2,Budgeted_Occupied_Units2,Units_Beds_Occupied2,Unit_Bed_Vacancy2,Textbox105,Textbox115,ADC2,PADC2,MTD_MCAdmits2,MTD_MCDisch2,Prior_MCAdmits2,Prior_MCDisch2,Licenensed_Beds_Units14,Unlicenensed_Beds_Units19
Michigan,01-HC,HOSPICE,30,28,(2),0,0,0,28,0,29,28,1,1,1,4,28,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,01-HC,MANAGED CARE,8,10,2,0,0,0,10,0,10,9,3,2,5,7,10,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,01-HC,MEDICARE,108,134,26,0,0,0,134,0,130,133,77,74,185,165,134,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,01-HC,MEDICARE ADVANTAGE,166,158,(8),0,0,0,158,0,154,160,113,111,274,250,158,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,01-HC,MEDICAID,185,179,(6),0,0,0,179,0,183,176,6,5,11,12,179,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,01-HC,BEDHOLDS,0,2,2,0,0,0,2,0,3,1,1,2,2,1,2,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,01-HC,UNOCCUPIED,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,521,538,17,560,0,521,538,22,93.06%,96.07%,534,529,202,209,483,466,560,0,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL,PRIVATE PAY,230,222,(8),0,245,228,222,0,222,219,9,6,20,13,222,0,232,233,1,0,245,228,231,14,93.26%,94.29%,233,231,11,13,22,21,245,2,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL,BEDHOLDS,0,9,9,0,0,0,9,0,10,10,2,7,2,7,9,0,232,233,1,0,245,228,231,14,93.26%,94.29%,233,231,11,13,22,21,245,2,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL,2ND OCCUPANT,3,2,(1),0,0,0,0,0,1,2,0,0,0,1,0,2,232,233,1,0,245,228,231,14,93.26%,94.29%,233,231,11,13,22,21,245,2,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL,UNOCCUPIED,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,232,233,1,0,245,228,231,14,93.26%,94.29%,233,231,11,13,22,21,245,2,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL Legacy,LEGACY - PVT PAY,155,142,(13),0,167,156,141,0,141,143,7,4,8,8,141,1,159,151,(8),0,167,156,144,23,93.20%,86.23%,153,155,10,7,10,16,167,7,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL Legacy,LEGACY - BEDHOLDS,0,3,3,0,0,0,3,0,6,6,3,3,2,8,3,0,159,151,(8),0,167,156,144,23,93.20%,86.23%,153,155,10,7,10,16,167,7,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL Legacy,LEGACY - 2ND OCCUPANT,4,6,2,0,0,0,0,0,6,6,0,0,0,0,0,6,159,151,(8),0,167,156,144,23,93.20%,86.23%,153,155,10,7,10,16,167,7,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,03-AL Legacy,LEGACY - UNOCCUPIED,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,159,151,(8),0,167,156,144,23,93.20%,86.23%,153,155,10,7,10,16,167,7,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,05-IL,PRIVATE PAY,31,30,(1),0,34,31,30,0,30,29,0,0,2,0,30,0,35,33,(2),0,34,31,30,4,91.18%,88.24%,33,32,0,0,2,0,34,3,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,05-IL,2ND OCCUPANT,4,3,(1),0,0,0,0,0,3,3,0,0,0,0,0,3,35,33,(2),0,34,31,30,4,91.18%,88.24%,33,32,0,0,2,0,34,3,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,05-IL,UNOCCUPIED,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,35,33,(2),0,34,31,30,4,91.18%,88.24%,33,32,0,0,2,0,34,3,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,06-SL,PRIVATE PAY,79,79,0,0,115,79,79,0,81,79,4,3,3,1,0,79,83,87,4,0,115,79,80,20,68.39%,69.57%,88,86,5,4,4,1,0,107,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,06-SL,BEDHOLDS,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,83,87,4,0,115,79,80,20,68.39%,69.57%,88,86,5,4,4,1,0,107,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,06-SL,2ND OCCUPANT,5,7,2,0,0,0,0,0,7,7,1,1,0,0,0,7,83,87,4,0,115,79,80,20,68.39%,69.57%,88,86,5,4,4,1,0,107,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
Michigan,06-SL,UNOCCUPIED,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,83,87,4,0,115,79,80,20,68.39%,69.57%,88,86,5,4,4,1,0,107,"1,031","1,042",11,560,561,"1,015","1,023",83,90.54%,91.26%,"1,042","1,033",228,233,521,504,"1,006",119,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,PRIVATE PAY,113,132,19,749,0,653,132,0,123,127,6,27,18,47,132,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,HOSPICE,53,38,(15),0,0,0,38,0,37,41,0,1,2,6,38,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,MANAGED CARE,3,4,1,0,0,0,4,0,5,6,7,5,16,15,4,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,MEDICARE,126,105,(21),0,0,0,105,0,110,109,80,56,121,105,105,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,MEDICARE ADVANTAGE,89,98,9,0,0,0,98,0,94,97,72,64,184,142,98,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,MEDICAID,267,277,10,0,0,0,277,0,280,271,9,7,19,17,277,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,BEDHOLDS,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,CONVERSIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,01-HC,UNOCCUPIED,0,0,0,0,0,0,0,93,0,0,0,0,0,0,93,0,653,654,1,749,0,653,654,93,87.15%,87.32%,651,651,174,160,360,332,747,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,PRIVATE PAY,9,14,5,71,0,64,14,0,13,16,0,0,2,5,14,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,HOSPICE,9,13,4,0,0,0,13,0,13,13,0,0,0,3,13,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,MANAGED CARE,0,1,1,0,0,0,1,0,1,0,2,2,1,1,1,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,MEDICARE,7,4,(3),0,0,0,4,0,3,3,1,2,5,3,4,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,MEDICARE ADVANTAGE,4,1,(3),0,0,0,1,0,1,2,2,1,0,2,1,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,MEDICAID,36,33,(3),0,0,0,33,0,34,31,0,0,1,1,33,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,LEGACY - BEDHOLDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,02-HC Legacy,UNOCCUPIED,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,64,66,2,71,0,64,66,5,90.46%,92.96%,65,66,5,5,9,15,71,0,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL,PRIVATE PAY,321,308,(13),0,349,322,308,0,313,307,16,10,23,21,308,0,336,339,3,0,349,322,325,25,92.38%,93.12%,341,341,19,14,26,36,349,16,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL,MEDICAID,3,1,(2),0,0,0,1,0,1,1,0,0,1,1,1,0,336,339,3,0,349,322,325,25,92.38%,93.12%,341,341,19,14,26,36,349,16,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL,BEDHOLDS,0,16,16,0,0,0,15,0,12,18,1,3,2,13,15,1,336,339,3,0,349,322,325,25,92.38%,93.12%,341,341,19,14,26,36,349,16,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL,2ND OCCUPANT,13,14,1,0,0,0,1,0,15,15,2,1,0,1,0,14,336,339,3,0,349,322,325,25,92.38%,93.12%,341,341,19,14,26,36,349,16,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL,UNOCCUPIED,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,1,336,339,3,0,349,322,325,25,92.38%,93.12%,341,341,19,14,26,36,349,16,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL Legacy,LEGACY - PVT PAY,150,146,(4),0,161,151,146,0,150,143,7,6,18,12,146,0,155,154,(1),0,161,151,151,10,93.52%,93.79%,155,147,7,7,19,12,161,6,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL Legacy,LEGACY - BEDHOLDS,0,5,5,0,0,0,5,0,3,2,0,1,0,0,5,0,155,154,(1),0,161,151,151,10,93.52%,93.79%,155,147,7,7,19,12,161,6,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL Legacy,LEGACY - 2ND OCCUPANT,6,3,(3),0,0,0,0,0,2,2,0,0,1,0,0,3,155,154,(1),0,161,151,151,10,93.52%,93.79%,155,147,7,7,19,12,161,6,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,03-AL Legacy,LEGACY - UNOCCUPIED,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,3,155,154,(1),0,161,151,151,10,93.52%,93.79%,155,147,7,7,19,12,161,6,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,05-IL,PRIVATE PAY,112,115,3,0,124,112,115,0,114,114,1,2,5,3,115,0,128,141,13,0,124,112,116,8,90.13%,93.55%,140,142,1,2,6,5,124,25,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,05-IL,BEDHOLDS,0,1,1,0,0,0,1,0,1,2,0,0,0,0,1,0,128,141,13,0,124,112,116,8,90.13%,93.55%,140,142,1,2,6,5,124,25,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,05-IL,2ND OCCUPANT,17,25,8,0,0,0,0,0,25,26,0,0,1,2,0,25,128,141,13,0,124,112,116,8,90.13%,93.55%,140,142,1,2,6,5,124,25,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Central Indiana,05-IL,UNOCCUPIED,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,128,141,13,0,124,112,116,8,90.13%,93.55%,140,142,1,2,6,5,124,25,"1,337","1,354",17,820,634,"1,302","1,312",141,89.53%,90.23%,"1,352","1,346",206,188,420,400,"1,452",47,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Indiana,01-HC,PRIVATE PAY,64,56,(8),265,0,248,56,0,58,57,1,3,3,12,56,0,248,245,(3),265,0,248,245,20,93.61%,92.45%,250,248,55,48,94,86,265,0,533,529,(4),301,256,518,512,45,93.07%,91.92%,532,531,64,59,116,105,555,30,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Indiana,01-HC,HOSPICE,5,7,2,0,0,0,7,0,7,6,0,1,0,0,7,0,248,245,(3),265,0,248,245,20,93.61%,92.45%,250,248,55,48,94,86,265,0,533,529,(4),301,256,518,512,45,93.07%,91.92%,532,531,64,59,116,105,555,30,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Indiana,01-HC,MEDICARE,44,39,(5),0,0,0,39,0,43,38,31,25,39,30,39,0,248,245,(3),265,0,248,245,20,93.61%,92.45%,250,248,55,48,94,86,265,0,533,529,(4),301,256,518,512,45,93.07%,91.92%,532,531,64,59,116,105,555,30,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Indiana,01-HC,MEDICARE ADVANTAGE,23,29,6,0,0,0,29,0,27,31,19,16,48,36,29,0,248,245,(3),265,0,248,245,20,93.61%,92.45%,250,248,55,48,94,86,265,0,533,529,(4),301,256,518,512,45,93.07%,91.92%,532,531,64,59,116,105,555,30,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
North Indiana,01-HC,MEDICAID,107,109,2,0,0,0,109,0,109,109,2,2,4,6,109,0,248,245,(3),265,0,248,245,20,93.61%,92.45%,250,248,55,48,94,86,265,0,533,529,(4),301,256,518,512,45,93.07%,91.92%,532,531,64,59,116,105,555,30,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
