PKDate1,DisplayDept,DisplayPayer,BudgetResidentCensus,ActualResidentCensus,Textbox5,AvailableBeds,AvailableUnits,Budgeted_Occupied_Units,Units_Beds_Occupied,Unit_Bed_Vacancy,ADC,PADC,MTD_MCAdmits,MTD_MCDisch,Prior_MCAdmits,Prior_MCDisch,Licenensed_Beds_Units12,Unlicenensed_Beds_Units8,BudgetResidentCensus1,ActualResidentCensus1,Textbox29,AvailableBeds1,AvailableUnits1,Budgeted_Occupied_Units1,Units_Beds_Occupied1,Unit_Bed_Vacancy1,Textbox98,Textbox101,ADC1,PADC1,MTD_MCAdmits1,MTD_MCDisch1,Prior_MCAdmits1,Prior_MCDisch1,Licenensed_Beds_Units13,Unlicenensed_Beds_Units18,Textbox106,ActualResidentCensus2,Textbox108,AvailableBeds2,AvailableUnits2,Budgeted_Occupied_Units2,Units_Beds_Occupied2,Unit_Bed_Vacancy2,Textbox105,Textbox115,ADC2,PADC2,MTD_MCAdmits2,MTD_MCDisch2,Prior_MCAdmits2,Prior_MCDisch2,Licenensed_Beds_Units14,Unlicenensed_Beds_Units19
07/31/2026,01-HC,PRIVATE PAY,"1,348","1,389",41,"7,709",0,"6,969","1,389",0,"1,371","1,372",87,217,163,463,"1,389",0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,HOSPICE,370,340,(30),0,0,0,340,0,335,340,6,31,8,60,340,0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,MANAGED CARE,27,61,34,0,0,0,61,0,58,59,66,64,153,128,61,0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,MEDICARE,"1,502","1,335",(167),0,0,0,"1,335",0,"1,375","1,354",853,665,"1,608","1,455","1,335",0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,MEDICARE ADVANTAGE,"1,022","1,138",116,0,0,0,"1,138",0,"1,094","1,094",818,803,"1,936","1,617","1,138",0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,MEDICAID,"2,689","2,641",(48),0,0,0,"2,641",0,"2,652","2,654",73,80,137,177,"2,641",0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,BEDHOLDS,0,24,24,0,0,0,24,0,42,36,6,20,12,42,24,0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,CONVERSIONS,12,8,(4),0,0,0,8,0,8,9,3,2,3,5,8,0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,01-HC,UNOCCUPIED,0,0,0,0,0,0,0,770,0,0,0,0,0,0,770,0,"6,969","6,936",(33),"7,709",0,"6,969","6,936",770,90.40%,89.97%,"6,935","6,918","1,912","1,882","4,020","3,947","7,706",0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,PRIVATE PAY,118,129,11,466,0,425,129,0,128,126,5,5,12,15,129,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,HOSPICE,58,50,(8),0,0,0,50,0,49,53,0,4,1,10,50,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,MANAGED CARE,0,2,2,0,0,0,2,0,2,1,5,5,6,7,2,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,MEDICARE,23,16,(7),0,0,0,16,0,17,15,8,7,25,12,16,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,MEDICARE ADVANTAGE,13,10,(3),0,0,0,10,0,9,12,6,5,17,14,10,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,MEDICAID,211,231,20,0,0,0,231,0,230,230,5,7,7,9,231,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,LEGACY - BEDHOLDS,0,3,3,0,0,0,3,0,2,1,1,1,0,1,3,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,CONVERSIONS,0,3,3,0,0,0,3,0,3,3,1,1,1,1,3,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,02-HC Legacy,UNOCCUPIED,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22,0,424,444,20,466,0,425,444,22,91.21%,95.28%,442,441,31,35,69,69,466,0,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL,PRIVATE PAY,"3,538","3,370",(168),0,"3,915","3,604","3,370",0,"3,380","3,365",113,81,228,193,"3,227",143,"3,746","3,743",(3),0,"3,915","3,604","3,591",311,92.07%,91.72%,"3,752","3,732",146,116,297,277,"3,726",376,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL,MEDICAID,77,82,5,0,0,0,82,0,84,83,7,2,8,12,82,0,"3,746","3,743",(3),0,"3,915","3,604","3,591",311,92.07%,91.72%,"3,752","3,732",146,116,297,277,"3,726",376,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL,BEDHOLDS,0,139,139,0,0,0,134,0,137,137,16,29,49,68,126,13,"3,746","3,743",(3),0,"3,915","3,604","3,591",311,92.07%,91.72%,"3,752","3,732",146,116,297,277,"3,726",376,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL,2ND OCCUPANT,131,152,21,0,0,0,5,0,151,147,10,4,12,4,0,152,"3,746","3,743",(3),0,"3,915","3,604","3,591",311,92.07%,91.72%,"3,752","3,732",146,116,297,277,"3,726",376,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL,UNOCCUPIED,0,0,0,0,0,0,0,311,0,0,0,0,0,0,291,68,"3,746","3,743",(3),0,"3,915","3,604","3,591",311,92.07%,91.72%,"3,752","3,732",146,116,297,277,"3,726",376,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL Legacy,LEGACY - PVT PAY,"1,504","1,469",(35),0,"1,636","1,521","1,468",0,"1,468","1,455",47,47,104,84,"1,414",55,"1,546","1,555",9,0,"1,636","1,521","1,503",133,92.97%,91.87%,"1,554","1,548",56,65,125,112,"1,575",123,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL Legacy,LEGACY - MEDICAID,6,5,(1),0,0,0,5,0,5,5,1,0,0,0,5,0,"1,546","1,555",9,0,"1,636","1,521","1,503",133,92.97%,91.87%,"1,554","1,548",56,65,125,112,"1,575",123,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL Legacy,LEGACY - BEDHOLDS,0,30,30,0,0,0,29,0,34,39,6,14,16,28,26,4,"1,546","1,555",9,0,"1,636","1,521","1,503",133,92.97%,91.87%,"1,554","1,548",56,65,125,112,"1,575",123,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL Legacy,LEGACY - 2ND OCCUPANT,35,51,16,0,0,0,1,0,46,50,2,4,5,0,0,51,"1,546","1,555",9,0,"1,636","1,521","1,503",133,92.97%,91.87%,"1,554","1,548",56,65,125,112,"1,575",123,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,03-AL Legacy,LEGACY - UNOCCUPIED,0,0,0,0,0,0,0,133,0,0,0,0,0,0,130,13,"1,546","1,555",9,0,"1,636","1,521","1,503",133,92.97%,91.87%,"1,554","1,548",56,65,125,112,"1,575",123,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,05-IL,PRIVATE PAY,776,766,(10),0,847,776,766,0,773,761,14,4,30,22,586,180,850,886,36,0,847,776,771,76,91.62%,91.03%,894,879,21,6,42,27,643,320,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,05-IL,BEDHOLDS,0,5,5,0,0,0,5,0,5,5,2,0,2,1,4,1,850,886,36,0,847,776,771,76,91.62%,91.03%,894,879,21,6,42,27,643,320,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,05-IL,2ND OCCUPANT,74,115,41,0,0,0,0,0,117,112,5,2,10,4,0,115,850,886,36,0,847,776,771,76,91.62%,91.03%,894,879,21,6,42,27,643,320,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,05-IL,UNOCCUPIED,0,0,0,0,0,0,0,76,0,0,0,0,0,0,53,24,850,886,36,0,847,776,771,76,91.62%,91.03%,894,879,21,6,42,27,643,320,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,06-SL,PRIVATE PAY,649,599,(50),0,737,649,599,0,598,600,13,16,17,17,383,216,704,653,(51),0,746,649,613,108,87.01%,82.17%,647,652,14,19,25,25,466,295,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,06-SL,BEDHOLDS,0,14,14,0,0,0,14,0,9,12,0,1,5,1,11,3,704,653,(51),0,746,649,613,108,87.01%,82.17%,647,652,14,19,25,25,466,295,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,06-SL,2ND OCCUPANT,55,40,(15),0,0,0,0,0,40,40,1,2,3,7,0,40,704,653,(51),0,746,649,613,108,87.01%,82.17%,647,652,14,19,25,25,466,295,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"
07/31/2026,06-SL,UNOCCUPIED,0,0,0,0,9,0,0,108,0,0,0,0,0,0,72,36,704,653,(51),0,746,649,613,108,87.01%,82.17%,647,652,14,19,25,25,466,295,"14,239","14,217",(22),"8,175","7,144","13,944","13,858","1,420",91.03%,90.46%,"14,225","14,171","2,180","2,123","4,578","4,457","14,582","1,114"

PKDate7,DisplayDept3,DisplayPayer3,BudgetResidentCensus5,ActualResidentCensus7,Textbox249,AvailableBeds4,AvailableUnits7,Budgeted_Occupied_Units16,Units_Beds_Occupied6,Unit_Bed_Vacancy7,ADC16,PADC16,MTD_MCAdmits17,MTD_MCDisch16,Prior_MCAdmits14,Prior_MCDisch18,Licenensed_Beds_Units15,Unlicenensed_Beds_Units12,BudgetResidentCensus16,ActualResidentCensus23,Textbox252,AvailableBeds23,AvailableUnits23,Budgeted_Occupied_Units17,Units_Beds_Occupied7,Unit_Bed_Vacancy23,Textbox253,Textbox254,ADC17,PADC17,MTD_MCAdmits18,MTD_MCDisch17,Prior_MCAdmits15,Prior_MCDisch19,Licenensed_Beds_Units16,Unlicenensed_Beds_Units33,Textbox255,ActualResidentCensus24,Textbox256,AvailableBeds24,AvailableUnits24,Budgeted_Occupied_Units18,Units_Beds_Occupied23,Unit_Bed_Vacancy24,Textbox257,Textbox258,ADC18,PADC18,MTD_MCAdmits25,MTD_MCDisch18,Prior_MCAdmits16,Prior_MCDisch24,Licenensed_Beds_Units17,Unlicenensed_Beds_Units34
07/31/2026,01-HC,PRIVATE PAY,"1,268","1,322",54,"7,166",0,"6,464","1,322",0,"1,304","1,301",86,206,158,435,"1,322",0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,HOSPICE,355,324,(31),0,0,0,324,0,320,323,6,31,8,58,324,0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,MANAGED CARE,27,59,32,0,0,0,59,0,55,58,63,63,151,127,59,0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,MEDICARE,"1,401","1,254",(147),0,0,0,"1,254",0,"1,294","1,279",810,626,"1,524","1,377","1,254",0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,MEDICARE ADVANTAGE,916,"1,032",116,0,0,0,"1,032",0,996,996,757,742,"1,774","1,490","1,032",0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,MEDICAID,"2,483","2,420",(63),0,0,0,"2,420",0,"2,433","2,431",72,74,137,170,"2,420",0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,BEDHOLDS,0,23,23,0,0,0,23,0,39,33,6,20,12,39,23,0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,CONVERSIONS,12,8,(4),0,0,0,8,0,8,9,2,2,3,5,8,0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,01-HC,UNOCCUPIED,0,0,0,0,0,0,0,738,0,0,0,0,0,0,738,0,"6,464","6,442",(22),"7,166",0,"6,464","6,442",738,90.20%,89.90%,"6,449","6,430","1,802","1,764","3,767","3,701","7,180",0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,PRIVATE PAY,111,118,7,426,0,391,118,0,118,117,5,4,11,15,118,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,HOSPICE,56,49,(7),0,0,0,49,0,47,51,0,4,1,9,49,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,MANAGED CARE,0,2,2,0,0,0,2,0,2,1,5,5,6,7,2,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,MEDICARE,20,15,(5),0,0,0,15,0,16,14,8,7,23,11,15,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,MEDICARE ADVANTAGE,9,7,(2),0,0,0,7,0,8,11,6,3,14,14,7,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,MEDICAID,193,208,15,0,0,0,208,0,208,207,5,7,7,8,208,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,LEGACY - BEDHOLDS,0,3,3,0,0,0,3,0,2,1,1,1,0,1,3,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,CONVERSIONS,0,3,3,0,0,0,3,0,3,3,1,1,1,1,3,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,02-HC Legacy,UNOCCUPIED,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,389,405,16,426,0,391,405,21,91.71%,95.07%,405,405,31,32,63,66,426,0,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL,PRIVATE PAY,"3,174","3,040",(134),0,"3,462","3,213","3,040",0,"3,045","3,038",101,78,205,177,"2,929",111,"3,333","3,332",(1),0,"3,462","3,213","3,215",243,92.82%,92.87%,"3,336","3,327",130,113,267,256,"3,323",278,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL,MEDICAID,50,52,2,0,0,0,52,0,52,53,3,2,6,9,52,0,"3,333","3,332",(1),0,"3,462","3,213","3,215",243,92.82%,92.87%,"3,336","3,327",130,113,267,256,"3,323",278,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL,BEDHOLDS,0,126,126,0,0,0,121,0,125,125,16,29,47,66,115,11,"3,333","3,332",(1),0,"3,462","3,213","3,215",243,92.82%,92.87%,"3,336","3,327",130,113,267,256,"3,323",278,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL,2ND OCCUPANT,109,114,5,0,0,0,2,0,115,112,10,4,9,4,0,114,"3,333","3,332",(1),0,"3,462","3,213","3,215",243,92.82%,92.87%,"3,336","3,327",130,113,267,256,"3,323",278,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL,UNOCCUPIED,0,0,0,0,0,0,0,243,0,0,0,0,0,0,227,42,"3,333","3,332",(1),0,"3,462","3,213","3,215",243,92.82%,92.87%,"3,336","3,327",130,113,267,256,"3,323",278,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL Legacy,LEGACY - PVT PAY,"1,347","1,327",(20),0,"1,467","1,364","1,326",0,"1,323","1,313",43,44,99,78,"1,272",55,"1,388","1,405",17,0,"1,467","1,364","1,358",109,92.99%,92.57%,"1,403","1,398",52,60,119,104,"1,406",116,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL Legacy,LEGACY - MEDICAID,6,5,(1),0,0,0,5,0,5,5,1,0,0,0,5,0,"1,388","1,405",17,0,"1,467","1,364","1,358",109,92.99%,92.57%,"1,403","1,398",52,60,119,104,"1,406",116,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL Legacy,LEGACY - BEDHOLDS,0,27,27,0,0,0,26,0,31,35,6,13,16,26,23,4,"1,388","1,405",17,0,"1,467","1,364","1,358",109,92.99%,92.57%,"1,403","1,398",52,60,119,104,"1,406",116,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL Legacy,LEGACY - 2ND OCCUPANT,34,46,12,0,0,0,1,0,43,45,2,3,4,0,0,46,"1,388","1,405",17,0,"1,467","1,364","1,358",109,92.99%,92.57%,"1,403","1,398",52,60,119,104,"1,406",116,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,03-AL Legacy,LEGACY - UNOCCUPIED,0,0,0,0,0,0,0,109,0,0,0,0,0,0,106,11,"1,388","1,405",17,0,"1,467","1,364","1,358",109,92.99%,92.57%,"1,403","1,398",52,60,119,104,"1,406",116,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,05-IL,PRIVATE PAY,776,766,(10),0,847,776,766,0,773,761,14,4,30,22,586,180,850,886,36,0,847,776,771,76,91.62%,91.03%,894,879,21,6,42,27,643,320,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
07/31/2026,05-IL,BEDHOLDS,0,5,5,0,0,0,5,0,5,5,2,0,2,1,4,1,850,886,36,0,847,776,771,76,91.62%,91.03%,894,879,21,6,42,27,643,320,"13,017","13,028",11,"7,592","6,393","12,751","12,712","1,258",91.18%,90.90%,"13,042","12,997","2,049","1,990","4,280","4,177","13,315","1,006"
