FacilityName,FacilityCustomerID,BedTypeDescription,LevelofCare,RoomChargeDescription,BasePriceBeginDate,BasePrice,BasePriceChargeBy,PayerBeginDate,PayerName,PayerChargeBy,Proration,RevenueCode,AllowableCharge,AllowablePercent,HospBedHoldRate,HospBedHoldPercent,TherBedHoldRate,TherBedHoldPercent,RevenueAccount,ContractualAccount,CopayContractualAccount
Shelby Crossing Health Campus HC,~14-0508-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,459,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Shelby Crossing Health Campus HC,~14-0508-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,459,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Shelby Crossing Health Campus HC,~14-0508-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,459,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
St. Charles Health Campus HC,~18-0108-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,359,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
St. Charles Health Campus HC,~18-0108-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,359,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Stonecroft Health Campus HC,~18-0164-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,299,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Stonecroft Health Campus HC,~18-0164-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,299,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Sun Prairie Senior Living HC,~54-0572-HC,Private,REHAB TO HOME - ACTIVE,Room Charge,5/1/2025,449,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Sun Prairie Senior Living HC,~54-0572-HC,Private,REHAB TO HOME - ACTIVE,Room Charge,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Sun Prairie Senior Living HC,~54-0572-HC,Private - 100 Hall,REHAB TO HOME - ACTIVE,Room Charge,5/1/2025,449,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Sun Prairie Senior Living HC,~54-0572-HC,Private - 100 Hall,REHAB TO HOME - ACTIVE,Room Charge,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,Compan;C Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,Compan;C Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,Compan;C Vw;B Loc;B Sz,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,Compan;C Vw;B Loc;B Sz,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,Compan;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,Compan;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Glen HC,~14-0434-HC,MC-Studio;B Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Glen HC,~14-0434-HC,MC-Studio;B Vw;B Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Glen HC,~14-0434-HC,MC-Studio;B Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Glen HC,~14-0434-HC,MC-Studio;C Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Glen HC,~14-0434-HC,MC-Studio;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Heritage HC,~14-0408-HC,Legacy Lane - Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,399,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Heritage HC,~14-0408-HC,Legacy Lane - Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,399,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Heritage HC,~14-0408-HC,Legacy Lane - Private Deluxe,REHAB TO HOME - ACTIVE,Room Charge,5/1/2025,399,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Heritage HC,~14-0408-HC,Legacy Lane - Private Deluxe,REHAB TO HOME - ACTIVE,Room Charge,5/1/2025,399,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Lakes of Monclova HC,~14-0422-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Lakes of Monclova HC,~14-0422-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Oaks at Woodfield HC,~14-0505-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Oaks at Woodfield HC,~14-0505-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,429,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Springs at Stony Brook HC,~14-0175-HC,Legacy-Stu Dlx;C Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,409,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Springs at Stony Brook HC,~14-0175-HC,Legacy-Studio;B Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,409,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Springs at Stony Brook HC,~14-0175-HC,Legacy-Studio;B Vw;B Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,409,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Springs at Stony Brook HC,~14-0175-HC,Legacy-Studio;B Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,409,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Springs at Stony Brook HC,~14-0175-HC,Legacy-Studio;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,409,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Willows at Bellevue HC,~14-0414-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,389,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Bellevue HC,~14-0414-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,389,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Hamburg HC,~14-0146-HC,Legacy Lane - Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,379,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Willows at Hamburg HC,~14-0146-HC,Legacy Lane - Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,379,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
The Willows at Harrodsburg HC,~14-0187-HC,Compan;A Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Compan;A Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Compan;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Compan;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;A Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;A Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;B Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;B Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;B Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;B Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;C Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;C Vw;A Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Harrodsburg HC,~14-0187-HC,Studio;C Vw;C Loc;B Sz,REHAB TO HOME - ACTIVE,ROOM CHARGE,5/1/2025,329,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Howell HC,~14-0509-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,449,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Howell HC,~14-0509-HC,Private,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Okemos HC,~14-0504-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
The Willows at Okemos HC,~14-0504-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Valley View HC,~14-0403-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,379,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Valley View HC,~14-0403-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,379,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Waterford Health Campus HC,~18-0106-HC,Legacy Lane - Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
Waterford Health Campus HC,~18-0106-HC,Legacy Lane - Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41013,~C02-41013,~C02-41013
Wellbrooke of Kokomo HC,~18-0168-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,339,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Wellbrooke of Kokomo HC,~18-0168-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,339,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Westlake Health Campus HC,~14-0503-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Westlake Health Campus HC,~14-0503-HC,Companion,REHAB TO HOME - ACTIVE,REHAB TO HOME 2020,5/1/2025,419,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41010,~C01-41010,~C01-41010
Cypress Pointe Health Campus HC,~14-0416-HC,Companion,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,459,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Cypress Pointe Health Campus HC,~14-0416-HC,Companion,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,459,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Cypress Pointe Health Campus HC,~14-0416-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,509,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Cypress Pointe Health Campus HC,~14-0416-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,509,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Gateway Springs Health Campus HC,~14-0439-HC,Studio Dlx;A Vw;B Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,ROOM CHARGE,5/1/2025,489,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Gateway Springs Health Campus HC,~14-0439-HC,Studio Dlx;A Vw;B Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,ROOM CHARGE,5/1/2025,489,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Gateway Springs Health Campus HC,~14-0439-HC,Studio Dlx;C Vw;A Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,ROOM CHARGE,5/1/2025,489,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Gateway Springs Health Campus HC,~14-0439-HC,Studio Dlx;C Vw;A Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,ROOM CHARGE,5/1/2025,489,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Glen Ridge Health Campus HC,~14-0126-HC,Companion,RESPITE - ALMOST HOME - ACTIVE,RESPITE - W/LOC NEW 2020,5/1/2025,449,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Glen Ridge Health Campus HC,~14-0126-HC,Companion,RESPITE - ALMOST HOME - ACTIVE,RESPITE - W/LOC NEW 2020,5/1/2025,449,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Glen Ridge Health Campus HC,~14-0126-HC,MC - COMPANION,RESPITE - ALMOST HOME - ACTIVE,ROOM CHARGE,5/1/2025,479,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Glen Ridge Health Campus HC,~14-0126-HC,MC - COMPANION,RESPITE - ALMOST HOME - ACTIVE,ROOM CHARGE,5/1/2025,479,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Greenleaf Health Campus HC,~18-0132-HC,Companion,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,419,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Greenleaf Health Campus HC,~18-0132-HC,Companion,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,419,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Mill Pond Health Campus HC,~18-0119-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,359,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Mill Pond Health Campus HC,~18-0119-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,359,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Novi Lakes Health Campus HC,~14-0510-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,589,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Novi Lakes Health Campus HC,~14-0510-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,589,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Novi Lakes Health Campus HC,~14-0510-HC,Private Deluxe,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,609,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Novi Lakes Health Campus HC,~14-0510-HC,Private Deluxe,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,609,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Orchard Grove Health Campus HC,~14-0512-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,589,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Orchard Grove Health Campus HC,~14-0512-HC,Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,589,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
RidgeWood Health Campus HC,~18-0143-HC,Legacy Lane - Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,489,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
RidgeWood Health Campus HC,~18-0143-HC,Legacy Lane - Private,RESPITE - ALMOST HOME - ACTIVE,RESPITE - w/LOC 2020,5/1/2025,489,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Compan;A Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,509,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Compan;A Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,509,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Compan;C Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,499,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Compan;C Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,499,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;A Vw;A Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,609,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;A Vw;A Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,609,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;A Vw;B Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,579,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;A Vw;B Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,579,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;A Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,579,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;A Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,579,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;C Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,569,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Sanders Ridge Health Campus HC,~14-0176-HC,MC-Studio;C Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,RESPITE,5/1/2025,569,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C02-41047,~C02-41047,~C02-41047
Scenic Hills at the Monastery HC,~18-0303-HC,Compan;A Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,Room Charge,5/1/2025,359,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Scenic Hills at the Monastery HC,~18-0303-HC,Compan;A Vw;C Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,Room Charge,5/1/2025,359,Daily,5/1/2025,Private HCC,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
Scenic Hills at the Monastery HC,~18-0303-HC,Compan;C Vw;A Loc;B Sz,RESPITE - ALMOST HOME - ACTIVE,Room Charge,5/1/2025,359,Daily,5/1/2025,Hospice Private,Daily,None,,0,100,0,100,0,100,~C01-41047,~C01-41047,~C01-41047
