Facility Name,BeginDate,EndDate,PayerName,Proration,SpclRate,Amount,Pct,Monthly,HospHold,HospHoldAmount,HospPct,HospHoldMonthly,TherLv,TherLvHoldAmount,TherLvPct,TherLvHoldMonthly,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7016,0,1,1,7016,0,1,1,7016,0,1,
North River Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,6619,0,1,1,6619,0,1,1,6619,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7043,0,1,1,7043,0,1,1,7043,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6582,0,1,1,6582,0,1,1,6582,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,8683,0,1,1,8683,0,1,1,8683,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,8115,0,1,1,8115,0,1,1,8115,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7029,0,1,1,7029,0,1,1,7029,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6569,0,1,1,6569,0,1,1,6569,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,9386,0,1,1,9386,0,1,1,9386,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7029,0,1,1,7029,0,1,1,7029,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6569,0,1,1,6569,0,1,1,6569,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,9952,0,1,1,9952,0,1,1,9952,0,1,
North River Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,9389,0,1,1,9389,0,1,1,9389,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7077,0,1,1,7077,0,1,1,7077,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6614,0,1,1,6614,0,1,1,6614,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6988,0,1,1,6988,0,1,1,6988,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6470,0,1,1,6470,0,1,1,6470,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,8650,0,1,1,8650,0,1,1,8650,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,8084,0,1,1,8084,0,1,1,8084,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7029,0,1,1,7029,0,1,1,7029,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6569,0,1,1,6569,0,1,1,6569,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,9028,0,1,1,9028,0,1,1,9028,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,8598,0,1,1,8598,0,1,1,8598,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,8606,0,1,1,8606,0,1,1,8606,0,1,
North River Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,8119,0,1,1,8119,0,1,1,8119,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,8606,0,1,1,8606,0,1,1,8606,0,1,
North River Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,8119,0,1,1,8119,0,1,1,8119,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6470,0,1,1,6470,0,1,1,6470,0,1,
North River Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,10317,0,1,1,10317,0,1,1,10317,0,1,
North River Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,9826,0,1,1,9826,0,1,1,9826,0,1,
North River Health Campus HC,6/28/2021,,Hospice Insurance,0,1,398.27,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,3/22/2019,,Medicare A Replacement,0,1,550,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,4/25/2019,,Hospice Insurance,0,1,166.28,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,6/21/2021,,Hospice Insurance,0,1,398.27,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,10/8/2025,12/31/2025,Private HCC,2,1,319,0,0,1,319,0,0,1,319,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,3/13/2019,,Medicare A Replacement,0,1,306,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,10/21/2018,,Hospice Insurance,0,1,163.12,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,7/14/2021,,Hospice Insurance,0,1,398.27,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,4/29/2021,,Hospice Insurance,0,1,398.27,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Hospice Private,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,8/25/2025,12/31/2025,Hospice Private,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,394,0,0,1,394,0,0,1,394,0,0,
North River Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,372,0,0,1,372,0,0,1,372,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus HC,4/10/2019,,Insurance Per Diem,0,1,300,0,0,0,0,0,0,0,0,0,0,
North River Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,402,0,0,1,402,0,0,1,402,0,0,
North River Health Campus HC,10/1/2025,12/31/2025,Private HCC,1,1,379,0,0,1,379,0,0,1,379,0,0,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3264,0,1,1,3264,0,1,1,3264,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3109,0,1,1,3109,0,1,1,3109,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,335,0,1,1,335,0,1,1,335,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,319,0,1,1,319,0,1,1,319,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3180,0,1,1,3180,0,1,1,3180,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3029,0,1,1,3029,0,1,1,3029,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3204,0,1,1,3204,0,1,1,3204,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3023,0,1,1,3023,0,1,1,3023,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,321,0,1,1,321,0,1,1,321,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,303,0,1,1,303,0,1,1,303,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3180,0,1,1,3180,0,1,1,3180,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3029,0,1,1,3029,0,1,1,3029,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,324,0,1,1,324,0,1,1,324,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,309,0,1,1,309,0,1,1,309,0,1,
North River Health Campus IL,3/8/2023,,Private IL,3,1,2462,0,1,1,2462,0,1,1,2462,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3073,0,1,1,3073,0,1,1,3073,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2899,0,1,1,2899,0,1,1,2899,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2979,0,1,1,2979,0,1,1,2979,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2810,0,1,1,2810,0,1,1,2810,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3128,0,1,1,3128,0,1,1,3128,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2951,0,1,1,2951,0,1,1,2951,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2979,0,1,1,2979,0,1,1,2979,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2810,0,1,1,2810,0,1,1,2810,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3204,0,1,1,3204,0,1,1,3204,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3023,0,1,1,3023,0,1,1,3023,0,1,
North River Health Campus IL,3/8/2023,,Private IL,3,1,2398,0,1,1,2398,0,1,1,2398,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3081,0,1,1,3081,0,1,1,3081,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3073,0,1,1,3073,0,1,1,3073,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2899,0,1,1,2899,0,1,1,2899,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3266,0,1,1,3266,0,1,1,3266,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3081,0,1,1,3081,0,1,1,3081,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3264,0,1,1,3264,0,1,1,3264,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3109,0,1,1,3109,0,1,1,3109,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,324,0,1,1,324,0,1,1,324,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,309,0,1,1,309,0,1,1,309,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3180,0,1,1,3180,0,1,1,3180,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3029,0,1,1,3029,0,1,1,3029,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3264,0,1,1,3264,0,1,1,3264,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3109,0,1,1,3109,0,1,1,3109,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3216,0,1,1,3216,0,1,1,3216,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3034,0,1,1,3034,0,1,1,3034,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3107,0,1,1,3107,0,1,1,3107,0,1,
North River Health Campus IL,3/8/2023,,Private IL,3,1,2462,0,1,1,2462,0,1,1,2462,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3264,0,1,1,3264,0,1,1,3264,0,1,
North River Health Campus IL,10/1/2025,12/31/2025,Private IL,2,1,3109,0,1,1,3109,0,1,1,3109,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,3073,0,1,1,3073,0,1,1,3073,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2899,0,1,1,2899,0,1,1,2899,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2899,0,1,1,2899,0,1,1,2899,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,3030,0,1,1,3030,0,1,1,3030,0,1,
North River Health Campus IL,1/1/2026,12/31/2026,Private IL,2,1,2992,0,1,1,2992,0,1,1,2992,0,1,
North River Health Campus IL,1/1/2025,12/31/2025,Private IL,2,1,2823,0,1,1,2823,0,1,1,2823,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,1,1,146,0,0,1,146,0,0,1,146,0,0,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6442,0,1,1,6442,0,1,1,6442,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5910,0,1,1,5910,0,1,1,5910,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5481,0,1,1,5481,0,1,1,5481,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5028,0,1,1,5028,0,1,1,5028,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Hospice Private,2,1,6540,0,1,1,6540,0,1,1,6540,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6991,0,1,1,6991,0,1,1,6991,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6414,0,1,1,6414,0,1,1,6414,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7292,0,1,1,7292,0,1,1,7292,0,1,
Norwich Springs Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,6879,0,1,1,6879,0,1,1,6879,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,3,1,5313,0,1,1,5313,0,1,1,5313,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,3,1,6084,0,1,1,6084,0,1,1,6084,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6442,0,1,1,6442,0,1,1,6442,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5910,0,1,1,5910,0,1,1,5910,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5414,0,1,1,5414,0,1,1,5414,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,4967,0,1,1,4967,0,1,1,4967,0,1,
Norwich Springs Health Campus AL,2/1/2025,12/31/2025,Private AL,2,1,5039,0,1,1,5039,0,1,1,5039,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,4829,0,1,1,4829,0,1,1,4829,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5754,0,1,1,5754,0,1,1,5754,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5279,0,1,1,5279,0,1,1,5279,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7129,0,1,1,7129,0,1,1,7129,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6540,0,1,1,6540,0,1,1,6540,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5617,0,1,1,5617,0,1,1,5617,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5153,0,1,1,5153,0,1,1,5153,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6991,0,1,1,6991,0,1,1,6991,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6414,0,1,1,6414,0,1,1,6414,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6866,0,1,1,6866,0,1,1,6866,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6299,0,1,1,6299,0,1,1,6299,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,8227,0,1,1,8227,0,1,1,8227,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,7548,0,1,1,7548,0,1,1,7548,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5463,0,1,1,5463,0,1,1,5463,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5012,0,1,1,5012,0,1,1,5012,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7129,0,1,1,7129,0,1,1,7129,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6540,0,1,1,6540,0,1,1,6540,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5394,0,1,1,5394,0,1,1,5394,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,4949,0,1,1,4949,0,1,1,4949,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5428,0,1,1,5428,0,1,1,5428,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,4980,0,1,1,4980,0,1,1,4980,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,1,1,285,0,0,1,285,0,0,1,285,0,0,
Norwich Springs Health Campus AL,10/1/2025,12/31/2025,Private AL,1,1,269,0,0,1,269,0,0,1,269,0,0,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5813,0,1,1,5813,0,1,1,5813,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5333,0,1,1,5333,0,1,1,5333,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7016,0,1,1,7016,0,1,1,7016,0,1,
Norwich Springs Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,6619,0,1,1,6619,0,1,1,6619,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,3,1,4631,0,1,1,4631,0,1,1,4631,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6442,0,1,1,6442,0,1,1,6442,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5910,0,1,1,5910,0,1,1,5910,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,6866,0,1,1,6866,0,1,1,6866,0,1,
Norwich Springs Health Campus AL,2/1/2025,12/31/2025,Private AL,2,1,6299,0,1,1,6299,0,1,1,6299,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,3,1,5867,0,1,1,5867,0,1,1,5867,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5986,0,1,1,5986,0,1,1,5986,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5492,0,1,1,5492,0,1,1,5492,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5081,0,1,1,5081,0,1,1,5081,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,3,1,4412,0,1,1,4412,0,1,1,4412,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5538,0,1,1,5538,0,1,1,5538,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5081,0,1,1,5081,0,1,1,5081,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7612,0,1,1,7612,0,1,1,7612,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,7114,0,1,1,7114,0,1,1,7114,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5776,0,1,1,5776,0,1,1,5776,0,1,
Norwich Springs Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,5449,0,1,1,5449,0,1,1,5449,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5538,0,1,1,5538,0,1,1,5538,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5081,0,1,1,5081,0,1,1,5081,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5776,0,1,1,5776,0,1,1,5776,0,1,
Norwich Springs Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,5449,0,1,1,5449,0,1,1,5449,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,7129,0,1,1,7129,0,1,1,7129,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,6540,0,1,1,6540,0,1,1,6540,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,3,1,4412,0,1,1,4412,0,1,1,4412,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,8148,0,1,1,8148,0,1,1,8148,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,7475,0,1,1,7475,0,1,1,7475,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5503,0,1,1,5503,0,1,1,5503,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5049,0,1,1,5049,0,1,1,5049,0,1,
Norwich Springs Health Campus AL,6/14/2023,,Private AL,1,1,200,0,0,1,200,0,0,1,200,0,0,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5813,0,1,1,5813,0,1,1,5813,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,5333,0,1,1,5333,0,1,1,5333,0,1,
Norwich Springs Health Campus AL,1/1/2025,12/31/2025,Private AL,2,1,4967,0,1,1,4967,0,1,1,4967,0,1,
Norwich Springs Health Campus AL,1/1/2026,12/31/2026,Private AL,2,1,5490,0,1,1,5490,0,1,1,5490,0,1,
Norwich Springs Health Campus AL,10/1/2025,12/31/2025,Private AL,2,1,5179,0,1,1,5179,0,1,1,5179,0,1,
Norwich Springs Health Campus HC,2/1/2025,12/31/2025,Private HCC,1,1,339,0,0,1,339,0,0,1,339,0,0,
Norwich Springs Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,357,0,0,1,357,0,0,1,357,0,0,
Norwich Springs Health Campus HC,1/1/2025,12/31/2025,Private HCC,1,1,337,0,0,1,337,0,0,1,337,0,0,
Norwich Springs Health Campus HC,1/1/2026,12/31/2026,Private HCC,1,1,334,0,0,1,334,0,0,1,334,0,0,
